roi_number,Area,Biovolume,EquivDiameter,MajorAxisLength,winner,id,name,international_id
1209,499,7032.455155,25.20608127,28.90663038,,,,
1210,210,1593.572874,16.35176762,19.76505851,mix,25.0,mix,
1214,564,8467.3776,26.79752047,30.44959284,mix,25.0,mix,
1217,584,5676.857925,27.2685147,43.84478495,,,,
1218,243,1646.675293,17.58969043,26.31051899,mix,25.0,mix,
1219,205,2155.13256,16.15593101,17.13475726,mix,25.0,mix,
1220,218,1963.4954079999998,16.66031875,18.00218322,mix,25.0,mix,
1222,507,4635.555664,25.40733062,35.2546291,mix_elongated,,,
1223,257,2478.7166039999997,18.08929415,20.17317493,,,,
1224,239,2263.517507,17.44431859,21.25834055,Rhizosolenia,18.0,Rhizosolenia,149069.0
1227,296,3103.1081440000003,19.41336924,20.85964163,mix,25.0,mix,
1228,222,1466.338371,16.81247093,24.24904785,mix,25.0,mix,
1229,596,6486.6034310000005,27.54724612,41.24287265,,,,
1232,245,2370.331657,17.66192765,18.88489067,mix,25.0,mix,
1233,561,6014.579135,26.72615544,38.92707755,mix,25.0,mix,
1235,615,7446.663086,27.98289335,35.05810632,mix,25.0,mix,
1237,209,1983.130363,16.31278838,18.72204356,mix,25.0,mix,
1238,230,1658.760921,17.11271736,23.48693939,mix,25.0,mix,
1239,221,1945.4312510000002,16.77456227,19.35443324,mix,25.0,mix,
1240,223,2163.7719399999996,16.85029431,17.82202035,mix,25.0,mix,
1241,269,2056.1723920000004,18.50679436,25.49167791,,,,
1243,175,1030.44239,14.927053299999999,20.08441646,,,,
1244,2124,30598.507810000003,52.00346905,79.54856042,mix,25.0,mix,
1247,197,1775.7852469999998,15.83755632,16.90966597,mix,25.0,mix,
1248,208,1910.873732,16.27371578,19.48288117,,,,
1249,301,2722.975432,19.57664688,26.19849412,,,,
1250,251,2688.4179129999998,17.87688803,20.12307447,mix,25.0,mix,
1251,232,2223.4622010000003,17.18695943,19.96089379,mix,25.0,mix,
1252,430,4549.8115609999995,23.39856842,30.59355284,mix,25.0,mix,
1253,814,12488.6162,32.19343084,42.8537185,Leptocylindrus,15.0,Leptocylindrus,149038.0
1254,427,4216.017341,23.31680265,32.262541600000006,,,,
1255,494,7293.992743000001,25.07948036,25.67931819,Pleurosigma,16.0,Pleurosigma,149181.0
1256,659,7231.160890000001,28.9666163,45.54954042,Chaetoceros,3.0,Chaetoceros,148985.0
1258,821,4766.484863000001,32.33155836,125.6124598,mix,25.0,mix,
1259,340,1752.9152829999998,20.80628379,42.40686208,mix,25.0,mix,
1262,223,2058.528586,16.85029431,18.89117461,,,,
1263,227,2421.382538,17.00074636,18.8559325,,,,
1264,389,5360.342465,22.25511588,24.61852224,,,,
1265,672,6635.143066,29.25093117,49.027762599999996,mix,25.0,mix,
1266,458,5714.557037,24.14836871,27.81983545,Leptocylindrus,15.0,Leptocylindrus,149038.0
1267,257,1991.7697420000002,18.08929415,24.89460749,mix,25.0,mix,
1268,227,1526.0286310000001,17.00074636,23.63402096,mix,25.0,mix,
1269,282,2365.568604,18.94870844,24.22098654,,,,
1272,4370,187829.5416,74.5926056,87.2810185,,,,
1275,217,2075.021948,16.62206309,19.08532977,Prorocentrum,36.0,Prorocentrum,109566.0
1277,374,3125.0992920000003,21.82181454,32.82698856,mix,25.0,mix,
1278,539,7707.897576,26.19687223,29.17474516,mix,25.0,mix,
1279,254,1955.641427,17.98340469,23.8993772,,,,
1281,1405,27012.19903,42.29540827,58.03345155,mix,25.0,mix,
1282,225,2341.271925,16.92568751,17.67200754,mix,25.0,mix,
1283,233,2457.510853,17.22396046,18.05360936,DactFragCerataul,,,
1284,337,2805.871826,20.71428798,27.61526293,mix,25.0,mix,
1285,277,2922.466566,18.77997215,19.812666500000002,mix,25.0,mix,
1287,207,1875.530814,16.23454914,18.52535423,mix,25.0,mix,
1288,220,1914.800722,16.73656774,18.29998979,mix_elongated,,,
1289,596,9294.401866,27.54724612,30.298824699999997,mix,25.0,mix,
1293,230,2120.575041,17.11271736,20.1968854,,,,
1295,241,2610.663495,17.51715531,19.51066474,mix,25.0,mix,
1298,201,2123.716634,15.997535699999998,17.90975598,mix_elongated,,,
1299,1361,8161.467285,41.62786351,196.27999880000002,mix,25.0,mix,
1300,5256,31711.38086,81.80554411,783.3986962,mix,25.0,mix,
1301,359,4128.838145000001,21.37973331,24.493074,mix,25.0,mix,
1302,6939,194280.8594,93.99472964,137.3914729,mix,25.0,mix,
1303,214,2017.687882,16.50676415,18.06306619,mix,25.0,mix,
1306,351,3313.597168,21.14017692,27.50205186,mix,25.0,mix,
1307,235,2342.057323,17.29772508,19.57240454,mix,25.0,mix,
1309,327,2569.822791,20.40463994,31.0801071,mix,25.0,mix,
1310,238,2322.4223690000003,17.40778595,21.05520851,,,,
1311,220,2071.8803550000002,16.73656774,19.21957675,mix,25.0,mix,
1312,231,2294.148035,17.14987857,18.82790813,mix,25.0,mix,
1313,548,8187.775853,26.41467907,30.47936596,,,,
1316,310,1594.61853,19.86716535,34.11756929,mix,25.0,mix,
1317,5479,263446.1059,83.52292778,101.73460809999999,mix,25.0,mix,
1318,214,1617.134818,16.50676415,20.15758209,mix,25.0,mix,
1320,528,8605.607676,25.92817926,26.61423236,Corethron,,,
1321,1103,16600.96098,37.47510131,57.82086631,,,,
1322,597,6771.702965,27.57034654,39.79718259,mix,25.0,mix,
1323,782,9289.689477,31.55429169,52.138453000000005,mix,25.0,mix,
1324,289,2376.614842,19.18244584,26.87248198,,,,
1325,291,2111.150263,19.24870665,28.80912528,,,,
1327,237,2579.247569,17.37117647,21.27149857,,,,
1328,541,7637.997139,26.24542996,30.45328111,Chaetoceros,3.0,Chaetoceros,148985.0
1329,256,2247.024145,18.05406667,22.619391,mix_elongated,,,
1330,222,1957.212223,16.81247093,18.62798586,,,,
1331,635,6744.214029000001,28.43425946,44.71126676,mix,25.0,mix,
1332,2963,14963.353519999999,61.42156601,97.93457314,,,,
1336,364,3464.57666,21.52810243,26.992006899999996,,,,
1338,456,4123.3403579999995,24.09558533,37.30575542,mix,25.0,mix,
1341,260,1972.719482,18.19456737,23.20682024,,,,
1342,190,1736.515339,15.55363345,17.5800594,mix,25.0,mix,
1343,1133,2131.5706149999996,37.98131651,46.94650719,,,,
1344,5383,191775.4531,82.78797298,104.35275329999999,mix,25.0,mix,
1345,385,4867.897817,22.14039803,24.64290569,mix,25.0,mix,
1346,207,1863.7498420000002,16.23454914,18.82077848,detritus,23.0,detritus,
1350,373,3232.698841,21.79262146,33.09981352,mix,25.0,mix,
1351,15158,486456.7729,138.92359419999997,407.5353605,,,,
1352,229,2470.0772239999997,17.07547527,19.08548885,,,,
1353,274,2678.993135,18.6779987,21.0212965,mix,25.0,mix,
1354,215,1717.665783,16.5452864,19.75943585,,,,
1355,220,1753.0087010000002,16.73656774,20.88256906,mix,25.0,mix,
1356,520,6459.114496,25.73100393,31.78504415,mix,25.0,mix,
1357,196,1795.420202,15.79730834,17.10390073,,,,
1359,245,2185.763089,17.66192765,20.18341985,mix,25.0,mix,
1360,3598,26566.0332,67.68394109,438.2767481000001,mix_elongated,,,
1361,215,1870.818425,16.5452864,18.79599278,clusterflagellate,,,
1363,679,8197.200631,29.40288508,44.43978928,mix,25.0,mix,
1369,228,2418.240945,17.03815178,17.97982606,mix,25.0,mix,
1370,228,2184.977691,17.03815178,18.15442479,mix,25.0,mix,
1371,4469,36733.6875,75.43280139,516.3336108,mix,25.0,mix,
1372,199,847.909668,15.917747,39.28091947,mix,25.0,mix,
1373,251,1397.085693,17.87688803,30.409445899999998,Thalassiosira,21.0,Thalassiosira,148912.0
1374,226,1765.575071,16.96325845,21.31079132,mix,25.0,mix,
1376,3111,65021.98828,62.93685902,108.26012920000001,,,,
1377,234,2025.541863,17.26088218,21.41796704,detritus,23.0,detritus,
1378,425,5548.838024000001,23.26213246,25.26949531,mix,25.0,mix,
1379,328,2685.2763210000003,20.43581588,28.82430128,mix,25.0,mix,
1380,201,1094.84504,15.997535699999998,24.33661429,,,,
1382,247,2142.56619,17.73387063,21.90693845,mix,25.0,mix,
1383,252,1864.386841,17.91246396,24.84624321,mix,25.0,mix,
1384,259,3052.0572629999997,18.1595441,19.3733637,,,,
1385,213,1994.9113350000002,16.46815178,19.16947824,,,,
1386,265,2613.805088,18.36868203,21.51079844,detritus,23.0,detritus,
1387,341,4134.335932,20.8368588,22.67182559,mix,25.0,mix,
1388,471,6503.096793,24.48868771,26.14351053,mix,25.0,mix,
1389,235,1968.2077969999998,17.29772508,20.86927766,,,,
1390,224,1747.510914,16.88803298,21.40046619,,,,
1391,13448,112731.4688,130.853068,1445.2817029999999,mix,25.0,mix,
1392,533,5525.27608,26.05065599,39.42051393,,,,
1395,214,2060.8847809999997,16.50676415,17.84916836,mix,25.0,mix,
1396,309,2577.676772,19.83509565,27.23487242,mix,25.0,mix,
1397,215,1890.4533789999998,16.5452864,18.54864401,,,,
1398,270,2134.916748,18.5411617,23.26765272,mix,25.0,mix,
1399,232,2539.97766,17.18695943,18.56609896,mix,25.0,mix,
1400,5393,108506.6797,82.86483491,196.000051,mix,25.0,mix,
1401,9920,214642.2344,112.38565870000001,343.2324345,,,,
1402,637,7425.939635,28.47900262,42.29126685,detritus,23.0,detritus,
1403,528,7574.3798879999995,25.92817926,28.67968586,,,,
1404,459,5054.82258,24.17471719,30.58507202,mix,25.0,mix,
1405,435,5504.070329,23.53421343,27.47674411,mix,25.0,mix,
1406,241,2140.995393,17.51715531,20.495407,,,,
1407,344,3749.490832,20.92831583,24.506714499999998,mix,25.0,mix,
1408,225,1299.83396,16.92568751,26.66456747,,,,
1410,250,2452.013066,17.84124116,21.08662872,mix,25.0,mix,
1411,430,5466.371217,23.39856842,26.03340743,Pyramimonas,37.0,Pyramimonas,134529.0
1412,244,2279.22547,17.62584605,20.14339234,mix,25.0,mix,
1413,233,2337.344934,17.22396046,19.07006243,detritus,23.0,detritus,
1416,260,2838.428963,18.19456737,21.22031293,ciliate_mix,,,
1417,234,1754.2641600000002,17.26088218,21.61908271,Gyrodinium,31.0,Gyrodinium,109476.0
1418,201,1390.9061279999999,15.997535699999998,20.05567741,mix,25.0,mix,
1419,222,2305.9290079999996,16.81247093,18.68585433,mix,25.0,mix,
1420,656,7474.6343209999995,28.90060798,44.70616188,mix,25.0,mix,
1421,262,3164.3692,18.26441241,20.35911455,,,,
1422,268,3447.112539,18.47236309,19.99552517,mix,25.0,mix,
1423,516,4860.043835,25.63184748,42.07041758,mix,25.0,mix,
1424,237,2248.594942,17.37117647,21.67484934,mix,25.0,mix,
1425,5470,81139.82812,83.45430073,378.4943724,,,,
1426,363,3118.816107,21.49851052,31.022335700000003,,,,
1428,244,2792.090471,17.62584605,20.210755399999996,mix_elongated,,,
1432,2674,63644.740170000005,58.34931484,90.38545193,mix,25.0,mix,
1433,270,3030.066114,18.5411617,19.49979111,,,,
1434,413,5302.223000999999,22.9313744,25.07329896,,,,
1436,188,1487.5441210000001,15.47155566,17.4536742,mix,25.0,mix,
1437,235,2378.1856390000003,17.29772508,19.9742249,,,,
1438,207,1193.01981,16.23454914,25.08737007,mix,25.0,mix,
1442,251,2675.066145,17.87688803,19.18108234,,,,
1444,258,2766.95773,18.12445317,19.47701176,,,,
1445,1897,39853.459010000006,49.14606206,75.22145288,Chaetoceros,3.0,Chaetoceros,148985.0
1446,1083,28901.86701,37.1337909,45.27023243,mix,25.0,mix,
1447,206,2036.5374379999998,16.19528778,17.96655157,mix,25.0,mix,
1450,325,2921.681168,20.34214473,26.328024100000004,mix,25.0,mix,
1451,204,2152.776366,16.11647812,17.22974341,mix,25.0,mix,
1452,211,1954.0706309999998,16.39065416,19.10001288,,,,
1455,544,5639.158813,26.31809857,38.74260416,mix,25.0,mix,
1456,410,5018.694264,22.84793674,25.88419259,mix,25.0,mix,
1457,227,2185.763089,17.00074636,18.72075197,dino30,,,
1458,269,2783.451091,18.50679436,20.16473597,mix,25.0,mix,
1459,1792,14211.22266,47.76657057,199.044152,mix,25.0,mix,
1460,711,5258.135254,30.08776024,81.17089751,,,,
1461,327,2851.667725,20.40463994,26.07063815,mix,25.0,mix,
1462,269,2771.6701190000003,18.50679436,19.37592108,mix,25.0,mix,
1463,954,15246.14915,34.85212369,47.70321905,Dinobryon,9.0,Dinobryon,157240.0
1465,238,2277.654674,17.40778595,18.81422961,mix,25.0,mix,
1469,575,8638.594399,27.057581899999995,30.776550399999994,mix,25.0,mix,
1473,543,6079.560547,26.29389801,33.91421515,,,,
1474,247,1683.8936620000002,17.73387063,25.83024087,mix,25.0,mix,
1475,205,1859.8228510000001,16.15593101,19.39541317,mix,25.0,mix,
1476,6134,148368.0625,88.37449501,187.18784540000001,detritus,23.0,detritus,
1478,263,3088.185578,18.29923496,20.70114899,mix,25.0,mix,
1479,246,2766.95773,17.6979357,19.93643496,,,,
1480,209,1894.3803699999999,16.31278838,19.03584334,mix_elongated,,,
1481,218,1837.831702,16.66031875,19.41585837,mix,25.0,mix,
1482,240,2231.316182,17.48077489,18.47460097,Guinardia,,,
1483,226,2026.327262,16.96325845,21.07883927,mix_elongated,,,
1485,213,1422.821655,16.46815178,23.70019801,mix,25.0,mix,
1486,244,2308.285202,17.62584605,18.93349404,,,,
1487,235,1634.0844730000001,17.29772508,24.94712001,mix_elongated,,,
1488,1419,37648.06096,42.50561038,42.71656946,mix,25.0,mix,
1489,429,5774.247297,23.37134495,24.69696736,mix,25.0,mix,
1490,534,6839.247206999999,26.075082300000002,31.87173212,mix,25.0,mix,
1491,299,2215.608219,19.51149979,28.60796555,mix,25.0,mix,
1492,1043,16641.19922,36.44158127,48.902409399999996,mix,25.0,mix,
1495,381,3296.387207,22.02508267,31.896551300000002,,,,
1496,226,2166.913533,16.96325845,17.80044886,mix,25.0,mix,
1497,433,5548.052626,23.48004946,26.91429164,mix,25.0,mix,
1498,302,3410.198825,19.60913926,22.92876288,mix,25.0,mix,
1499,212,2049.103808,16.42944867,19.04895224,Gyrodinium,31.0,Gyrodinium,109476.0
1501,574,6098.5,27.03404333,39.75032991,,,,
1502,356,3138.4510609999998,21.29021554,30.64603961,detritus,23.0,detritus,
1508,535,7231.946289,26.09948575,30.51122726,,,,
1509,199,1616.34942,15.917747,18.92583386,mix,25.0,mix,
1510,214,2220.320608,16.50676415,18.50351227,mix,25.0,mix,
1511,208,2189.69008,16.27371578,18.46993252,detritus,23.0,detritus,
1512,417,5218.9707960000005,23.04215463,25.65296643,,,,
1513,200,1591.2166789999999,15.95769122,18.43078476,,,,
1514,233,1584.22998,17.22396046,24.46529621,detritus,23.0,detritus,
1515,211,1523.844849,16.39065416,21.03953357,mix,25.0,mix,
1516,371,4211.304952,21.73411767,25.42454451,mix,25.0,mix,
1517,444,5917.975161,23.77642441,27.891170399999996,mix,25.0,mix,
1521,254,2903.61701,17.98340469,20.08993619,detritus,23.0,detritus,
1522,344,3008.6645510000003,20.92831583,29.70149485,detritus,23.0,detritus,
1524,489,5423.959715999999,24.95223712,33.72866742,mix,25.0,mix,
1527,227,1442.954712,17.00074636,27.17725493,mix,25.0,mix,
1528,348,4213.661147,21.04964041,23.62213154,mix,25.0,mix,
1529,263,3304.955472,18.29923496,20.34014333,dino30,,,
1532,594,4590.131348,27.50098707,47.28670734,Chaetoceros,3.0,Chaetoceros,148985.0
1534,755,9373.72708,31.00477151,47.60397882,mix,25.0,mix,
1535,209,1965.066205,16.31278838,17.36357464,mix,25.0,mix,
1536,1263,29216.811680000003,40.10114144,43.14186414,mix,25.0,mix,
1538,241,2525.0550949999997,17.51715531,18.5523618,mix,25.0,mix,
1539,519,7789.578984999999,25.70625067,26.8801123,mix,25.0,mix,
1541,18580,490914.4062,153.807642,614.359977,,,,
1542,510,4868.418945,25.48238937,40.27630389,mix,25.0,mix,
1543,256,3239.7674239999997,18.05406667,20.64194132,,,,
1544,395,3596.996582,22.426092399999998,32.98105232,mix,25.0,mix,
1545,732,9244.921781000001,30.52886088,44.90349995,,,,
1547,695,12701.4591,29.74729372,36.89141103,Chaetoceros,3.0,Chaetoceros,148985.0
1548,252,1955.922729,17.91246396,23.13711013,mix,25.0,mix,
1549,407,3785.6145020000004,22.76419326,31.25105423,mix,25.0,mix,
1550,5215,41209.81641,81.48585292,563.1746079,,,,
1551,5632,84727.375,84.68107885,327.7139524,mix,25.0,mix,
1552,262,2030.254252,18.26441241,24.73757191,Thalassiosira_dirty,,,
1553,379,3341.083787,21.96719799,31.59761315,mix,25.0,mix,
1554,198,1711.3825980000001,15.87770229,17.66126729,mix_elongated,,,
1555,607,6923.879883,27.80029503,36.06440051,mix,25.0,mix,
1556,578,8305.585578,27.12807507,31.22264889,mix,25.0,mix,
1558,4315,1501.681288,74.12171501,113.33783100000001,dino30,,,
1559,270,2062.665283,18.5411617,25.85770701,,,,
1560,218,1334.631592,16.66031875,28.03913558,mix,25.0,mix,
1561,549,5623.45085,26.43876907,42.85833514,mix,25.0,mix,
1563,278,2004.410767,18.81384048,28.78130914,Chaetoceros,3.0,Chaetoceros,148985.0
1564,331,2763.977539,20.52905963,29.01426121,ciliate_mix,,,
1565,209,2403.31838,16.31278838,17.96907213,mix,25.0,mix,
1567,917,12805.91705,34.16958681,52.76312145,,,,
1568,378,3309.667861,21.93819837,32.81378011,mix,25.0,mix,
1570,536,6271.404335,26.12386641,34.47513959,mix,25.0,mix,
1571,231,1938.362667,17.14987857,20.21159556,Skeletonema,19.0,Skeletonema,149073.0
1572,599,9558.295649,27.61648941,29.10967671,,,,
1573,460,5677.643322999999,24.20103697,28.35712072,dino30,,,
1575,230,2117.4334489999997,17.11271736,18.42952843,mix,25.0,mix,
1576,254,2573.749781,17.98340469,21.56826904,mix_elongated,,,
1577,282,2789.734276,18.94870844,21.86097214,mix,25.0,mix,
1579,229,2042.035225,17.07547527,20.66277894,mix,25.0,mix,
1580,566,7505.264848999999,26.84499175,33.60850879,,,,
1581,225,1440.21228,16.92568751,26.16284208,,,,
1583,236,1968.2077969999998,17.33448968,20.96405649,mix,25.0,mix,
1584,657,7608.937406999999,28.92262749,43.82733826,Asterionellopsis,,,
1586,531,6119.037090999999,26.00173452,34.88081099,mix_elongated,,,
1587,281,3184.0041539999997,18.9150816,22.11006049,detritus,23.0,detritus,
1588,208,1750.652506,16.27371578,19.58224916,mix,25.0,mix,
1589,287,2270.052734,19.11595536,25.66587746,,,,
1590,667,7528.013184,29.14190756,44.45531719,mix,25.0,mix,
1591,286,3419.623603,19.08262324,20.98120227,,,,
1592,324,2459.867048,20.31082501,30.92037247,mix,25.0,mix,
1593,362,2969.590456,21.46887783,31.57025516,,,,
1594,223,2020.0440760000001,16.85029431,19.96629736,mix,25.0,mix,
1595,196,1223.515625,15.79730834,25.44886709,mix,25.0,mix,
1596,225,2064.026373,16.92568751,17.88865641,ciliate_mix,,,
1597,234,2207.754237,17.26088218,18.61783914,,,,
1598,230,2214.822821,17.11271736,18.95456709,dino30,,,
1599,210,1221.294144,16.35176762,25.00766721,,,,
1600,222,1480.4755380000001,16.81247093,23.41427788,,,,
1601,241,1852.242065,17.51715531,22.01355447,mix,25.0,mix,
1602,227,1741.227728,17.00074636,21.0790324,mix,25.0,mix,
1603,2302,49831.157269999996,54.13868702,88.58090940000001,mix,25.0,mix,
1605,290,1714.609985,19.2156048,37.67060891,mix,25.0,mix,
1607,514,7692.975009999999,25.58212513,27.20312488,mix,25.0,mix,
1608,500,7651.348908,25.23132522,26.58677039,,,,
1610,298,2391.060303,19.47884453,27.38035928,mix,25.0,mix,
1611,706,7868.1188010000005,29.98177978,47.68365473,dino30,,,
1613,198,1156.106097,15.87770229,23.23338156,Skeletonema,19.0,Skeletonema,149073.0
1616,224,1895.165768,16.88803298,20.48165798,,,,
1618,346,4098.207617,20.98906578,23.52193164,mix,25.0,mix,
1619,226,1835.4755079999998,16.96325845,19.99509487,mix,25.0,mix,
1620,212,1864.53524,16.42944867,17.71633987,,,,
1621,533,6526.658738,26.05065599,33.32146622,,,,
1623,401,4935.442059,22.59577521,24.84423834,,,,
1624,203,1613.993226,16.07692842,19.14786089,dino30,,,
1625,400,4326.758482,22.56758334,27.82442774,,,,
1626,216,2152.776366,16.58371917,17.37062316,mix,25.0,mix,
1629,286,1959.568418,19.08262324,29.75837028,mix,25.0,mix,
1632,394,4452.4221880000005,22.39768695,27.44244099,mix,25.0,mix,
1633,6116,1938.30481,88.24473387,183.0547135,,,,
1634,212,1229.148126,16.42944867,25.55743741,mix,25.0,mix,
1638,18259,255037.9375,152.4732135,1128.076183,mix,25.0,mix,
1640,1007,7660.875,35.80715322,130.5874686,mix_elongated,,,
1641,211,2215.608219,16.39065416,17.84089933,,,,
1642,234,2154.347162,17.26088218,19.16861003,mix,25.0,mix,
1646,195,1481.260936,15.75695755,18.83295087,,,,
1647,785,3179.3701170000004,31.61475989,179.0282371,mix_elongated,,,
1648,283,2166.00293,18.98227571,27.86050768,mix,25.0,mix,
1649,606,7982.786932999999,27.77738584,35.62163778,Paralia,,,
1650,208,2282.3670629999997,16.27371578,17.76442841,detritus,23.0,detritus,
1652,272,2987.654614,18.60970597,19.91075133,Thalassiosira,21.0,Thalassiosira,148912.0
1653,215,1687.035255,16.5452864,20.68278745,,,,
1654,226,2209.325034,16.96325845,18.23773009,mix,25.0,mix,
1655,344,2748.813721,20.92831583,32.66722109,mix,25.0,mix,
1657,645,7359.444336,28.65727667,40.82219461,,,,
1658,306,2477.145807,19.73857393,27.84978358,Chaetoceros,3.0,Chaetoceros,148985.0
1660,255,2566.681198,18.01877032,19.55548134,,,,
1661,209,2077.378142,16.31278838,17.89677443,Guinardia_striata,,,
1662,231,2250.1657379999997,17.14987857,19.28635856,,,,
1663,232,2195.187867,17.18695943,18.1871701,mix,25.0,mix,
1664,201,1254.542236,15.997535699999998,25.23750955,mix,25.0,mix,
1665,245,2133.141412,17.66192765,20.91592536,,,,
1667,14719,573006.0797,136.8970886,322.9735694,,,,
1668,230,1444.347222,17.11271736,25.38718277,Chaetoceros,3.0,Chaetoceros,148985.0
1669,271,2067.951416,18.57546545,24.79210978,mix,25.0,mix,
1670,239,1475.763149,17.44431859,27.19737378,,,,
1672,226,1961.924612,16.96325845,19.33626561,mix,25.0,mix,
1673,256,1716.0949870000002,18.05406667,26.94668888,mix,25.0,mix,
1676,0,0.0,0.0,0.0,mix,25.0,mix,
1678,255,2389.181213,18.01877032,20.54650768,,,,
1679,243,1769.7401120000002,17.58969043,22.39599161,,,,
1681,545,5662.7207579999995,26.34227689,40.05096532,,,,
1684,45120,3608991.5,239.68430959999998,415.4134669,mix,25.0,mix,
1686,235,2085.2321239999997,17.29772508,19.94894091,,,,
1688,566,5335.097168,26.84499175,42.08591593,mix,25.0,mix,
1690,217,2136.283004,16.62206309,18.71777333,,,,
1692,213,1964.280807,16.46815178,16.97105716,,,,
1693,244,1745.940117,17.62584605,25.37527657,mix,25.0,mix,
1694,634,6796.030762,28.41186146,45.8146361,mix,25.0,mix,
1695,624,7729.8887239999995,28.18690256,38.64421845,,,,
1696,248,2296.50423,17.76973289,21.89946745,,,,
1698,694,9323.461598,29.72588508,40.17208737,mix,25.0,mix,
1699,380,3323.019629,21.99615937,31.68169847,detritus,23.0,detritus,
1700,623,2752.165771,28.16430784,85.11894079999999,mix,25.0,mix,
1703,289,2857.278518,19.18244584,23.50769373,mix,25.0,mix,
1705,217,2101.725485,16.62206309,19.1479113,,,,
1706,208,2126.8582260000003,16.27371578,18.0138052,mix_elongated,,,
1707,497,5798.59464,25.15551736,32.80434565,,,,
1708,227,1647.210327,17.00074636,21.30529111,ciliate_mix,,,
1709,223,1970.563992,16.85029431,19.4541389,,,,
1710,221,2417.455547,16.77456227,19.0343882,mix,25.0,mix,
1712,202,1567.654734,16.03728119,18.96220782,,,,
1714,236,2283.152461,17.33448968,19.09279476,mix_elongated,,,
1715,3723,105983.9844,68.84962473,106.1708868,mix,25.0,mix,
1717,222,1855.110462,16.81247093,21.09468057,mix,25.0,mix,
1718,229,2012.975493,17.07547527,19.10712067,mix,25.0,mix,
1719,14221,261447.875,134.5612855,711.0940947,mix,25.0,mix,
1720,365,3114.889116,21.55765372,30.95423092,mix,25.0,mix,
1726,26858,665388.5,184.9234103,955.6985173,mix,25.0,mix,
1727,330,2478.939697,20.49802551,33.39199227,mix,25.0,mix,
1728,256,2649.148005,18.05406667,19.40236899,mix,25.0,mix,
1729,240,1626.201294,17.48077489,28.68540094,mix,25.0,mix,
1730,214,1888.8825829999998,16.50676415,17.06307651,mix,25.0,mix,
1732,580,7872.831190000001,27.17496892,32.92520301,mix,25.0,mix,
1733,526,4738.471191,25.87902627,35.13056122,mix,25.0,mix,
1734,659,7389.8113189999995,28.9666163,45.32512099,mix,25.0,mix,
1735,236,2145.707782,17.33448968,19.82836905,mix,25.0,mix,
1736,866,11963.970220000001,33.2058044,51.0388434,,,,
1737,22088,340065.3125,167.7000747,1238.532471,,,,
1738,229,2123.716634,17.07547527,20.34552644,,,,
1739,360,2977.444437,21.40948939,32.43613306,,,,
1740,732,9437.344331,30.52886088,44.22695255,mix,25.0,mix,
1741,531,6696.304741,26.00173452,32.49698189,Paralia,,,
1742,220,1988.62815,16.73656774,18.87634288,mix_elongated,,,
1744,430,5977.665422,23.39856842,25.05000611,mix,25.0,mix,
1746,526,8205.054613,25.87902627,26.26772846,detritus,23.0,detritus,
1750,568,7244.512659,26.89237924,34.98396524,,,,
1752,3638,150681.7792,68.05913211,71.95832928,,,,
1753,237,2766.95773,17.37117647,19.30048952,mix,25.0,mix,
1754,448,5982.377811,23.88328529,26.71804075,,,,
1757,548,8378.627606999999,26.41467907,27.60281359,mix,25.0,mix,
1759,920,1947.002047,34.22543471,52.98002078,mix,25.0,mix,
1762,231,2576.891374,17.14987857,18.88697608,mix,25.0,mix,
1764,462,6525.87334,24.25359086,25.51656318,Thalassiosira,21.0,Thalassiosira,148912.0
1766,346,2854.136926,20.98906578,30.47891277,,,,
1767,227,1941.5042600000002,17.00074636,20.10904904,mix,25.0,mix,
1768,240,2281.5816649999997,17.48077489,18.36187164,,,,
1769,262,2019.2586780000001,18.26441241,24.80560913,mix,25.0,mix,
1770,226,1946.2166489999997,16.96325845,20.6555641,detritus,23.0,detritus,
1772,423,5222.897787,23.20733348,27.37800125,,,,
1774,494,3394.429443,25.07948036,46.06488411,mix,25.0,mix,
1775,569,8050.331175,26.9160417,31.13937498,,,,
1776,229,2263.517507,17.07547527,20.08254252,,,,
1777,476,4198.738582,24.61832698,42.77909302,mix,25.0,mix,
1779,490,6954.700737,24.97773763,26.561838800000004,,,,
1780,204,1396.033325,16.11647812,20.48045531,Hemiaulus,48.0,Hemiaulus,-999.0
1782,372,4816.061538,21.76338923,24.05125419,,,,
1783,361,3169.866987,21.43920417,30.11638405,,,,
1784,744,9403.57221,30.77808021,45.04216627,mix,25.0,mix,
1785,290,3043.4178829999996,19.2156048,20.8147365,,,,
1786,205,1325.2677,16.15593101,24.25225859,,,,
1787,398,2173.275146,22.51109368,60.54615086,mix_elongated,,,
1789,293,3279.82273,19.31474014,21.46520982,detritus,23.0,detritus,
1790,4005,158892.3316,71.40955382,83.66918366,Thalassiosira,21.0,Thalassiosira,148912.0
1791,268,1953.285232,18.47236309,26.31421701,mix,25.0,mix,
1793,205,1646.979949,16.15593101,18.63439239,mix,25.0,mix,
1794,333,2909.1147969999997,20.59098755,29.09594929,mix,25.0,mix,
1796,339,2761.459943,20.77566378,31.83530889,detritus,23.0,detritus,
1797,227,2147.278579,17.00074636,18.01519891,mix,25.0,mix,
1798,231,2005.1215109999998,17.14987857,18.85490008,mix,25.0,mix,
1799,282,3210.707692,18.94870844,22.05417668,mix,25.0,mix,
1800,321,2564.027344,20.21657473,30.89427052,mix,25.0,mix,
