roi_number,Area,Biovolume,EquivDiameter,MajorAxisLength,MinorAxisLength,winner,id,name,international_id
2126,421,5229.96637,23.15240481,26.15738316,21.19395239,mix,25.0,mix,
2127,595,8532.565647,27.52412631,33.94298124,23.50057562,mix,25.0,mix,
2128,4709,82046.61914,77.43180881,230.5062887,27.09084119,Guinardia,,,
2129,618,3136.094866,28.05106127,83.0261198,9.979043509,mix_elongated,,,
2131,16709,307919.0,145.8580116,394.75663660000004,142.6866659,Asterionellopsis,,,
2132,714,7752.864258,30.15116971,48.52533689,21.2014598,mix,25.0,mix,
2133,331,3043.4178829999996,20.52905963,26.77977185,16.16976412,mix,25.0,mix,
2134,376,4656.625711,21.88008384,22.92181821,21.05909338,mix,25.0,mix,
2136,5031,46229.30469,80.03541809,224.3759788,36.32297786,Chaetoceros,3.0,Chaetoceros,148985.0
2137,1211,18101.00195,39.26694652,61.01682289,29.48564484,kiteflagellates,,,
2138,368,3220.13247,21.64606552,31.74062615,15.83619567,mix,25.0,mix,
2140,719,11879.14722,30.25655685,33.81078913,28.4585201,mix,25.0,mix,
2143,572,8203.483817,26.98690459,30.811963199999997,24.1676246,mix,25.0,mix,
2144,2652,39182.79688,58.10878826,146.1715724,26.25091737,Chaetoceros,3.0,Chaetoceros,148985.0
2145,14503,223498.1563,135.8888999,799.7735025000001,27.18865558,Rhizosolenia,18.0,Rhizosolenia,149069.0
2146,480,6273.760529,24.72154893,28.28322466,22.666525,mix,25.0,mix,
2147,409,3598.228027,22.82005639,34.03667597,16.85046488,Chaetoceros,3.0,Chaetoceros,148985.0
2148,4354,2220.618896,74.45592641,149.9378791,83.69920707,bad,22.0,bad,
2150,258,2803.871443,18.12445317,19.9429789,17.83065958,mix,25.0,mix,
2151,2784,43968.05469,59.53737391,118.0010193,42.66785562,Chaetoceros,3.0,Chaetoceros,148985.0
2152,22098,579008.8778,167.7380322,710.4811727000001,41.40774252,Rhizosolenia,18.0,Rhizosolenia,149069.0
2153,2583,36751.30078,57.34786608,228.37879640000003,31.69028431,Asterionellopsis,,,
2154,1860,26927.67188,48.66441773,84.67797718,33.89989297,Chaetoceros,3.0,Chaetoceros,148985.0
2155,236,1777.4741210000002,17.33448968,21.97310025,14.89669705,mix,25.0,mix,
2156,530,7396.094505,25.97723924,30.09826685,22.90144662,mix,25.0,mix,
2158,4587,37610.66016,76.42218128,474.615822,15.20945362,Skeletonema,19.0,Skeletonema,149073.0
2159,372,1986.777222,21.76338923,42.17225114,25.3488145,detritus,23.0,detritus,
2160,698,5111.51416,29.81142738,58.63230981,32.8766061,detritus,23.0,detritus,
2161,362,4816.846936,21.46887783,26.41623794,20.69808774,detritus,23.0,detritus,
2162,491,4230.242676,25.00321212,35.16084294,23.78881584,detritus,23.0,detritus,
2163,429,2154.345703,23.37134495,69.92433078,10.13734652,mix_elongated,,,
2164,2148,29185.972660000003,52.29644866,126.5862364,26.23974912,Dactyliosolen,,,
2165,903,16095.94996,33.90774703,41.79397573,28.6174858,dino30,,,
2166,21301,798501.8125,164.6853835,364.4429102,82.16994636,Thalassiosira_dirty,,,
2167,361,3648.1744689999996,21.43920417,26.44029886,18.14411547,mix,25.0,mix,
