roi_number,Area,Biovolume,EquivDiameter,MajorAxisLength,MinorAxisLength,winner,id,name,international_id
1642,402,5120.010627000001,22.62393195,24.49454699,21.57226413,mix,25.0,mix,
1643,284,2509.347132,19.01578373,23.55553155,15.90443307,mix,25.0,mix,
1645,430,4136.785645,23.39856842,29.33942604,20.55025941,mix,25.0,mix,
1649,674,4490.727051,29.294427000000002,81.11521126,19.9521906,Chaetoceros,3.0,Chaetoceros,148985.0
1650,568,2443.118896,26.89237924,115.81822179999999,6.720227267,pennate,24.0,pennate,148899.0
1652,245,1794.6348030000001,17.66192765,23.38060489,14.1178943,mix,25.0,mix,
1653,525,6302.820261,25.85441473,33.04296819,20.60095563,Chaetoceros,3.0,Chaetoceros,148985.0
1655,405,5017.908866,22.708192699999998,24.79227655,20.98160689,mix,25.0,mix,
1656,318,1895.984619,20.12188299,30.6350478,19.25368946,detritus,23.0,detritus,
1657,355,4410.796086,21.26029253,22.04758076,20.74240444,mix,25.0,mix,
1658,483,6734.003853,24.79868343,26.34042753,23.5547212,mix,25.0,mix,
1661,435,5348.561493,23.53421343,27.04670969,21.21173673,mix,25.0,mix,
1663,302,1729.7523190000002,19.60913926,28.13131218,19.89847787,detritus,23.0,detritus,
1664,449,6264.335751,23.90992588,24.61075193,23.34102503,mix,25.0,mix,
1665,414,5404.324761999999,22.95911957,24.15236969,21.97279178,mix,25.0,mix,
1666,437,5838.649947,23.58825303,25.15556263,22.2887757,mix,25.0,mix,
1667,477,6286.3269,24.644173000000002,27.72457713,22.33442687,mix,25.0,mix,
1668,5288,212688.9642,82.05419375,110.1904953,62.15506623,Gyrodinium,31.0,Gyrodinium,109476.0
1670,200,1773.429053,15.95769122,16.65974267,15.86953184,mix,25.0,mix,
1671,869,17032.929969999997,33.263270500000004,34.85789677,32.29469969,dino30,,,
1673,666,7834.34668,29.12005386,44.35651752,20.50643096,mix,25.0,mix,
1674,642,8434.390877,28.59055417,38.82370356,23.07587853,mix,25.0,mix,
1675,433,5456.946439,23.48004946,26.00843119,21.44320325,mix,25.0,mix,
1676,282,2331.061749,18.94870844,25.48371195,14.546169199999998,mix,25.0,mix,
1677,1474,30068.968689999998,43.32153147,58.44363036,34.03983438,Myrionecta,,,
1678,444,3290.13501,23.77642441,31.12949773,24.68943337,detritus,23.0,detritus,
1681,514,7641.138731999999,25.58212513,27.00106405,24.38459359,mix,25.0,mix,
1683,243,2321.636971,17.58969043,20.12266878,16.52279963,mix,25.0,mix,
1684,417,4614.999608,23.04215463,28.57410637,19.20578852,mix,25.0,mix,
1686,577,8721.061206,27.10459772,29.29085157,25.29055876,mix,25.0,mix,
1687,516,5120.796025,25.63184748,39.67579519,17.73497254,mix,25.0,mix,
1688,427,5736.548185000001,23.31680265,24.23359573,22.70305207,mix,25.0,mix,
1689,413,4607.1456259999995,22.9313744,27.59371386,19.19377242,mix,25.0,mix,
1691,446,5285.72964,23.82991475,28.90127691,20.67217213,mix,25.0,mix,
1692,585,7252.366641,27.29185105,37.08400104,21.18494961,Chaetoceros,3.0,Chaetoceros,148985.0
1694,491,1879.8503420000002,25.00321212,111.8182473,6.023524545,Leptocylindrus,15.0,Leptocylindrus,149038.0
1695,338,2927.9643530000003,20.74499858,28.50035811,15.57917871,Chaetoceros,3.0,Chaetoceros,148985.0
1696,554,5943.893301,26.55889131,39.68897249,19.17677925,mix,25.0,mix,
1697,938,19680.50718,34.5586269,35.51514975,33.75957517,dino30,,,
1698,475,5496.216347,24.5924538,30.68670148,19.99036998,mix,25.0,mix,
1699,257,2217.1790149999997,18.08929415,21.85193519,15.91915205,mix,25.0,mix,
1700,1336,5557.626465,41.24376355,295.6786457,6.606252947000001,Pseudonitzschia,,,
1701,241,2356.979888,17.51715531,18.54201615,17.15711855,mix,25.0,mix,
1702,207,1500.89589,16.23454914,20.65319071,13.29536654,mix,25.0,mix,
1704,758,4208.9487579999995,31.06630932,93.79345769,10.60875832,pennate,24.0,pennate,148899.0
1705,3489,143662.6759,66.65082724,69.44778852,64.39097137,dino30,,,
1706,686,2677.744873,29.55405772,160.78043730000002,6.127308247,Leptocylindrus,15.0,Leptocylindrus,149038.0
1708,0,0.0,0.0,0.0,0.0,bad,22.0,bad,
1709,501,7167.543639,25.25654394,27.17297269,23.65531235,mix,25.0,mix,
1710,355,2855.074219,21.26029253,31.30486913,16.2419228,mix,25.0,mix,
1711,429,5639.944211,23.37134495,25.19143651,22.62715164,mix,25.0,mix,
1713,459,5027.333643999999,24.17471719,32.26565015,19.56736661,mix,25.0,mix,
1714,346,3981.18329,20.98906578,22.64378112,19.617480800000003,mix,25.0,mix,
1716,516,7396.879903,25.63184748,28.19889112,23.41699683,mix,25.0,mix,
1717,4954,66454.57813,79.42058111,322.6127047,21.04525641,Leptocylindrus,15.0,Leptocylindrus,149038.0
1720,480,6335.021586,24.72154893,27.79567076,22.9334437,mix,25.0,mix,
1721,573,8531.780249,27.01048424,29.13922928,25.22535184,mix,25.0,mix,
1723,283,2838.428963,18.98227571,20.97844968,17.76363787,mix,25.0,mix,
1724,453,5278.661056,24.01619274,29.4883868,19.76038561,mix,25.0,mix,
1725,589,9520.596537000001,27.38499757,28.00558539,27.173442200000004,mix,25.0,mix,
1728,721,8537.338867,30.29860907,41.18094033,24.00628113,detritus,23.0,detritus,
1729,587,7574.3798879999995,27.33846398,36.1604239,22.90046803,mix,25.0,mix,
1730,518,5680.784916,25.68147356,35.33177044,19.17515605,mix,25.0,mix,
1731,592,9259.058948,27.45465007,29.10278063,26.65793455,mix,25.0,mix,
1735,525,5601.459701,25.85441473,36.94063889,18.75522044,mix,25.0,mix,
1737,444,4896.172151,23.77642441,30.45685618,19.41704565,mix,25.0,mix,
1738,466,6239.20301,24.35835848,26.48762202,22.73889226,mix,25.0,mix,
1739,3345,75145.9375,65.26090926,96.78475034,48.49087053,ciliate_mix,,,
1740,327,3212.278488,20.40463994,24.49004755,17.63533321,mix,25.0,mix,
1741,675,11783.32865,29.31615071,30.45582126,28.70837994,mix,25.0,mix,
1742,1314,3732.001953,40.90277205,73.02798331,36.2008564,Phaeocystis,35.0,Phaeocystis,115088.0
1745,290,2799.1590539999997,19.2156048,21.63303853,17.40518528,mix,25.0,mix,
1746,37304,796.2423096,217.9378994,664.0107552999999,193.29355259999997,Asterionellopsis,,,
1747,885,8396.397461,33.56809493,69.02521512,21.64068233,kiteflagellates,,,
1748,641,10713.61635,28.56827871,30.29433353,27.76192933,mix,25.0,mix,
1749,6071,40375.93359,87.91949315,819.9390155,20.82795383,Pseudonitzschia,,,
1750,238,1717.665783,17.40778595,23.76181484,13.29015548,mix,25.0,mix,
1751,2295,51671.34517,54.05631097,85.49890196,35.88725846,Prorocentrum,36.0,Prorocentrum,109566.0
1752,13088,373073.9375,129.089733,304.1860251,69.61674726,Asterionellopsis,,,
1753,701,12640.98344,29.87542336,31.70205505,28.93796108,Skeletonema,19.0,Skeletonema,149073.0
1756,7662,348974.3951,98.77024548,145.7318279,69.86117954,Paralia,,,
1758,482,5634.446424000001,24.77299862,31.61691133,20.30440931,mix,25.0,mix,
1760,294,2595.74093,19.34767237,24.49880433,15.86252159,mix,25.0,mix,
1761,576,6469.118164,27.08110001,42.35655705,20.31900197,mix,25.0,mix,
1762,600,7951.371006,27.63953196,34.75094579,22.59871654,mix,25.0,mix,
1763,538,7101.5701930000005,26.17255958,31.02806377,22.42288952,mix,25.0,mix,
1764,539,8064.468342,26.19687223,28.37171856,25.12138631,mix,25.0,mix,
1765,562,7720.463945999999,26.74996494,31.78536192,23.69790393,mix,25.0,mix,
1766,395,5179.700888,22.426092399999998,24.09657956,21.35124671,mix,25.0,mix,
1767,499,6544.722896,25.20608127,29.8033674,23.5687301,mix,25.0,mix,
1768,2845,60028.29297,60.18609893,90.31432181,43.95042191,ciliate_mix,,,
1769,337,2940.016846,20.71428798,34.1628205,17.83632093,mix,25.0,mix,
1770,1069,4491.224609000001,36.89299491,226.71215189999998,6.61995826,Pseudonitzschia,,,
1772,462,5763.251722999999,24.25359086,27.88461368,21.29507097,mix,25.0,mix,
1773,5017,44432.86328,79.92398136,481.4169313,13.88803845,Rhizosolenia,18.0,Rhizosolenia,149069.0
1776,546,6529.014932,26.36643304,34.194873,20.60011216,mix,25.0,mix,
1777,1678,3666.158936,46.22224525,80.53177437,56.77372125,Phaeocystis,35.0,Phaeocystis,115088.0
1778,314,2714.336053,19.99492978,28.04510274,15.14223639,mix,25.0,mix,
1779,217,1394.08174,16.62206309,24.40518726,12.07466694,mix,25.0,mix,
1781,244,1352.658325,17.62584605,36.80061631,9.51376093,mix_elongated,,,
1782,205,1288.838386,16.15593101,22.14332423,12.23214143,mix,25.0,mix,
1784,1961,54344.840520000005,49.96821737,57.24755338,43.82863548,Thalassiosira,21.0,Thalassiosira,148912.0
1786,760,9218.218244,31.1072669,48.25022766,21.25444867,mix,25.0,mix,
1790,812,13459.368330000001,32.15385685,39.4041879,27.75047654,dino30,,,
1793,509,6501.525997,25.45739437,30.77977714,21.51444992,mix,25.0,mix,
1795,612,5469.969727000001,27.91455895,39.45699305,28.63763933,detritus,23.0,detritus,
1796,434,3696.7863770000004,23.50714705,36.03351275,18.35544433,detritus,23.0,detritus,
1797,343,3213.8492850000002,20.89787463,28.86716522,15.95448617,mix,25.0,mix,
1798,562,8800.386421,26.74996494,29.28088943,27.645994399999996,mix,25.0,mix,
1799,574,9254.346559,27.03404333,28.10723382,26.48092562,mix,25.0,mix,
1801,326,3198.92672,20.3734163,24.72460625,17.00801326,mix,25.0,mix,
1802,686,10289.50134,29.55405772,35.58189539,25.1140307,mix,25.0,mix,
1804,307,2643.6502179999998,19.77080019,25.98307539,15.318278099999999,mix,25.0,mix,
1806,438,2843.141351,23.61522646,47.50004249,12.96617465,mix_elongated,,,
1808,649,7457.733398,28.745999100000002,37.22316635,23.91747487,detritus,23.0,detritus,
1809,324,2494.826904,20.31082501,28.02331193,17.64141486,detritus,23.0,detritus,
1810,2507,90517.13833,56.49788968,67.89829084,57.50468376,ciliate_mix,,,
1811,596,7553.959536,27.54724612,35.89474476,21.69434228,mix,25.0,mix,
1813,582,6299.678669,27.221782,41.37942076,18.88520435,mix,25.0,mix,
1814,12576,217315.7031,126.5395611,619.8825099,27.83467327,Pseudonitzschia,,,
1815,530,5081.185059,25.97723924,35.90786267,21.70403702,detritus,23.0,detritus,
1816,562,9522.167333,26.74996494,29.78373416,26.40597683,mix,25.0,mix,
1817,907,13572.46566,33.98276426,47.21379655,25.33700394,mix,25.0,mix,
1818,640,8042.477193000001,28.54598586,39.62502585,21.61302072,mix,25.0,mix,
1819,5825,98671.95313,86.11980229999999,240.357588,40.98205966,Chaetoceros,3.0,Chaetoceros,148985.0
1820,4226,25803.91016,73.35332519,702.8139241,11.12788015,Pseudonitzschia,,,
1821,580,5553.520508,27.17496892,37.60900281,23.06709111,detritus,23.0,detritus,
1823,4341,186752.7607,74.34468955,87.203981,65.12777905,ciliate_mix,,,
1824,596,4976.891602000001,27.54724612,49.91079363,17.61650755,Chaetoceros,3.0,Chaetoceros,148985.0
1826,51274,2517811.3680000002,255.50750359999998,925.3442999,76.01384082,Guinardia_flaccida,,,
1828,6223,42915.24609,89.01331185,498.2751478,18.09195885,Skeletonema,19.0,Skeletonema,149073.0
1829,377,4807.422157999999,21.90916038,23.16843662,21.28964582,mix,25.0,mix,
1830,353,3928.5616130000003,21.20031979,23.66134689,19.54754906,mix,25.0,mix,
1832,578,8854.578894,27.12807507,30.03630521,25.46681344,mix,25.0,mix,
1833,444,5655.652175,23.77642441,26.56531128,21.46075684,mix,25.0,mix,
1834,531,8172.853287999999,26.00173452,26.98694595,25.29283389,mix,25.0,mix,
1835,5603,108849.8516,84.46277979,213.82379280000004,37.63669995,Chaetoceros,3.0,Chaetoceros,148985.0
1836,834,8585.527344,32.58652759,63.09139125,19.44659766,mix_elongated,,,
1840,628,9770.353153,28.27710088,31.21742079,25.70323569,mix,25.0,mix,
1841,1139,16684.80859,38.08175208,52.06715837,30.54794759,detritus,23.0,detritus,
1843,666,8396.691765000001,29.12005386,40.69140864,21.50978857,mix,25.0,mix,
1844,8675,89783.24219,105.0968746,719.7647373,15.9771076,Rhizosolenia,18.0,Rhizosolenia,149069.0
1845,607,7429.081228,27.80029503,38.41767052,21.00512799,mix,25.0,mix,
1846,194,1021.0176119999999,15.71650316,25.11366651,10.57290604,mix,25.0,mix,
1847,315,2404.103778,20.02674353,29.50295918,13.85658648,mix,25.0,mix,
1848,371,3191.393066,21.73411767,33.37375594,15.46597864,mix,25.0,mix,
1849,514,4680.602051,25.58212513,35.55663119,22.49076239,detritus,23.0,detritus,
1850,597,6151.277344,27.57034654,38.67012616,22.10570453,detritus,23.0,detritus,
1851,704,11004.213670000001,29.93928255,35.50151416,26.65218967,detritus,23.0,detritus,
1852,282,1375.027832,18.94870844,41.23900369,23.20075019,detritus,23.0,detritus,
1853,268,1986.807861,18.47236309,24.57251837,15.74253048,mix,25.0,mix,
1854,401,3789.990723,22.59577521,28.81861238,19.07538775,mix,25.0,mix,
1855,632,7277.499381999999,28.3670124,40.74903754,20.50656116,mix,25.0,mix,
1856,254,2460.652446,17.98340469,19.7395537,16.67131669,mix,25.0,mix,
1857,11894,213997.0781,123.06059950000001,569.235871,29.11373148,Pseudonitzschia,,,
1858,555,7246.083456,26.58285062,32.24375608,22.36086156,mix,25.0,mix,
1859,595,9115.331084,27.52412631,30.90044608,25.79384017,mix,25.0,mix,
1860,648,9743.649615,28.72384419,33.137237400000004,25.97194861,mix,25.0,mix,
1863,872,15951.4367,33.32063749,42.03823074,29.11114038,detritus,23.0,detritus,
1864,1699,51154.55318,46.510579299999996,49.81939839,47.08560337,Pyramimonas,37.0,Pyramimonas,134529.0
1865,666,7302.555664,29.12005386,38.83911955,24.97004328,detritus,23.0,detritus,
1866,358,4497.189884,21.34993576,22.00476007,21.12658245,mix,25.0,mix,
1867,627,7975.718349,28.25457829,37.57066629999999,22.0318903,Chaetoceros,3.0,Chaetoceros,148985.0
1870,484,6723.793677,24.82434168,27.02858934,22.99440093,mix,25.0,mix,
1872,373,3272.754147,21.79262146,31.651095899999998,15.81503076,mix,25.0,mix,
1876,652,7554.744934,28.81236164,42.91056365,19.90282322,mix,25.0,mix,
1877,647,5071.515136999999,28.70167217,58.2770825,17.96277498,detritus,23.0,detritus,
1878,1086,20414.85446,37.18518718,46.58833396,30.85490699,dino30,,,
1880,3848,166326.1253,69.99589822,73.87709736,66.85386693,Thalassiosira,21.0,Thalassiosira,148912.0
1881,478,5019.479662,24.66999194,33.81051977,18.73829847,mix,25.0,mix,
1882,454,5755.397741,24.04268607,27.32742993,21.47781887,mix,25.0,mix,
1883,277,2351.482101,18.77997215,23.27205367,15.5592753,mix,25.0,mix,
1884,581,7478.561312000001,27.19838553,35.23817515,22.10619179,mix,25.0,mix,
1885,427,7206.028149,23.31680265,28.69956032,23.72244867,detritus,23.0,detritus,
1886,463,5876.349059,24.27982515,27.68443831,21.35202038,mix,25.0,mix,
1887,527,7589.302453,25.90361442,28.27563862,24.17223802,mix,25.0,mix,
1888,285,3055.984254,19.049232800000002,20.16330515,18.40167516,mix,25.0,mix,
1889,453,6056.2052380000005,24.01619274,26.95881605,23.60143477,mix,25.0,mix,
1890,297,2971.161252,19.44613444,22.31701841,17.11667694,mix,25.0,mix,
1891,2610,81464.6391,57.64681441,70.98397131,50.89054962,clusterflagellate,,,
1892,12875,295890.7188,128.0349919,232.45722080000002,162.9757425,Asterionellopsis,,,
1893,391,3556.282884,22.31225363,31.37433339,17.20514144,detritus,23.0,detritus,
1894,336,2653.986328,20.68353178,31.39310706,15.6290631,detritus,23.0,detritus,
1895,678,11195.06542,29.38122549,32.71697986,27.12022348,mix,25.0,mix,
1899,442,6082.908776,23.72281347,24.78116543,22.89994585,mix,25.0,mix,
1900,315,3099.181153,20.02674353,23.69647559,17.14110654,mix,25.0,mix,
1901,609,9420.85097,27.84605686,30.82245225,25.31351978,mix,25.0,mix,
1903,506,7462.853348999999,25.38226171,26.75910467,24.50030744,mix,25.0,mix,
1904,609,9872.454914,27.84605686,29.19830882,27.37545448,mix,25.0,mix,
1905,546,7460.497154000001,26.36643304,30.19854833,23.43605243,mix,25.0,mix,
1907,513,7773.085623000001,25.55722768,26.35089674,24.97702168,mix,25.0,mix,
1911,674,9338.384162999999,29.294427000000002,37.74190481,23.385336300000002,mix,25.0,mix,
1912,548,8230.972752,26.41467907,28.312913599999998,25.13684501,mix,25.0,mix,
1914,705,12073.92597,29.960538699999997,32.00032664,28.41334154,mix,25.0,mix,
1915,461,4415.54541,24.22732817,32.98076751,19.28167114,mix,25.0,mix,
1918,627,7952.941803,28.25457829,38.64149673,21.77309099,mix,25.0,mix,
1920,483,6290.253890999999,24.79868343,27.85275798,22.31141542,mix,25.0,mix,
1921,717,13617.23336,30.21444611,32.11316255,29.87554926,mix,25.0,mix,
1922,498,6432.4109579999995,25.18081201,29.15815655,22.0548618,mix,25.0,mix,
1923,1843,56411.22309,48.44151609,48.5641615,48.38486581,Thalassiosira,21.0,Thalassiosira,148912.0
1924,416,4283.561583,23.01450957,30.71321799,18.21256099,mix,25.0,mix,
1925,338,3414.1258159999998,20.74499858,25.90973588,17.55907535,mix,25.0,mix,
1926,285,3363.074936,19.049232800000002,22.94251822,19.46096587,detritus,23.0,detritus,
1927,462,5600.674303,24.25359086,30.49059534,20.47972358,mix,25.0,mix,
1928,345,3165.939997,20.95871282,27.63705621,16.33535721,mix,25.0,mix,
1929,453,5811.161011,24.01619274,27.68406762,22.85344979,mix,25.0,mix,
1930,601,6313.782715,27.66255531,39.9479489,20.75211782,Chaetoceros,3.0,Chaetoceros,148985.0
1931,302,2860.420111,19.60913926,23.29322647,17.14191787,mix,25.0,mix,
1932,204,1284.626831,16.11647812,23.44490522,12.50955845,mix,25.0,mix,
1934,291,2098.896484,19.24870665,24.79583321,17.92814877,detritus,23.0,detritus,
1935,536,7766.017040000001,26.12386641,28.30988142,24.26770147,mix,25.0,mix,
1936,728,12000.88394,30.44533443,34.70741994,27.68486332,mix,25.0,mix,
1938,4302,104973.1563,74.00997582,112.67969579999999,54.55443927,Corethron,,,
1939,253,2111.150263,17.94796938,22.52312975,15.32823504,mix,25.0,mix,
1941,343,2727.687821,20.89787463,32.32338894,13.89337676,mix,25.0,mix,
1942,446,5091.736293,23.82991475,29.158648600000003,19.73658639,mix,25.0,mix,
1943,369,4432.787234,21.67545598,22.95505438,21.07744107,mix,25.0,mix,
1945,12801,436315.3438,127.6665164,205.8237311,111.2527139,Asterionellopsis,,,
1949,417,5555.12121,23.04215463,23.775872500000002,23.17067526,mix,25.0,mix,
1950,806,15301.912419999999,32.03484155,33.10583174,31.13892616,mix,25.0,mix,
1952,528,3424.916504,25.92817926,59.62582339,16.8954492,mix_elongated,,,
1953,443,4028.164063,23.74963407,36.57408518,16.65937557,Chaetoceros,3.0,Chaetoceros,148985.0
1955,966,18335.12012,35.07063444,40.72402811,30.84920995,dino30,,,
1957,227,1887.311787,17.00074636,20.23053008,14.96885497,mix,25.0,mix,
1958,1034,4090.244385,36.28401424,244.8228943,6.378908872999999,Pseudonitzschia,,,
1959,742,13336.84621,30.73668398,34.50887909,28.26361638,dino30,,,
1961,487,4489.513672,24.90115777,31.90160782,26.23216646,detritus,23.0,detritus,
1962,620,10443.43938,28.09641468,29.14728034,27.41964306,mix,25.0,mix,
1965,373,4303.196537,21.79262146,24.58534683,19.56241064,mix,25.0,mix,
1966,524,7129.059129,25.82977974,31.30381263,23.86178163,detritus,23.0,detritus,
1968,4671,63924.43359,77.11875202,290.43398310000003,23.2430944,DactFragCerataul,,,
1972,236,2180.265302,17.33448968,18.76905088,16.29380919,mix,25.0,mix,
1974,859,8653.817383,33.0713285,45.05115618,32.09639327,detritus,23.0,detritus,
1975,728,12283.62728,30.44533443,33.90947020000001,27.64138513,dino30,,,
1976,251,1968.9931960000001,17.87688803,23.07302803,14.14948475,mix,25.0,mix,
1977,729,11988.317570000001,30.46623751,36.97520306,28.27226892,detritus,23.0,detritus,
1978,374,4242.7208789999995,21.82181454,25.12330772,20.263381,mix,25.0,mix,
1979,356,4145.331506,21.29021554,23.9381103,19.73551698,mix,25.0,mix,
1980,312,2935.818335,19.93114994,24.20603551,17.23444982,mix,25.0,mix,
1985,446,6002.798163,23.82991475,25.27365591,22.60924727,mix,25.0,mix,
1986,532,5910.906578,26.02620675,36.84574129,19.247787300000002,mix,25.0,mix,
1987,313,3235.840433,19.96306533,22.62403579,18.38458931,mix,25.0,mix,
1988,291,2503.849345,19.24870665,24.07887152,15.60389837,mix,25.0,mix,
1990,6795,124211.1328,93.01431452,285.1577231,44.92177247,Chaetoceros,3.0,Chaetoceros,148985.0
1991,386,4614.21421,22.16913314,24.51416337,21.74516767,mix,25.0,mix,
1992,410,4589.081469,22.84793674,27.715638199999997,19.503743,mix,25.0,mix,
1993,422,4242.7208789999995,23.17988542,31.72170603,17.89861229,mix,25.0,mix,
1994,1339,13000.54199,41.290044200000004,124.9892107,21.41950084,Skeletonema,19.0,Skeletonema,149073.0
1995,321,3601.0505789999997,20.21657473,21.40720485,19.34568197,mix,25.0,mix,
1996,480,6580.065813,24.72154893,27.55651079,22.72968182,mix,25.0,mix,
1997,461,5828.439771,24.22732817,29.769300399999995,21.45827763,mix,25.0,mix,
1998,456,4849.048261,24.09558533,32.37018824,18.44964404,mix,25.0,mix,
2000,481,4719.971191,24.74728714,34.25205248,19.60801555,detritus,23.0,detritus,
2001,511,6907.576847,25.50735987,29.26665225,23.01172545,mix,25.0,mix,
2002,530,4391.445801,25.97723924,47.78206779999999,15.34305799,Chaetoceros,3.0,Chaetoceros,148985.0
2003,432,4571.8027090000005,23.45292057,30.40881013,18.809257000000002,mix,25.0,mix,
2004,268,1789.9080809999998,18.47236309,30.47378107,12.84680921,detritus,23.0,detritus,
2005,514,7355.2538,25.58212513,27.75255841,23.76477413,mix,25.0,mix,
2006,618,8708.494836,28.05106127,33.69974767,24.56266995,mix,25.0,mix,
2007,307,3499.734216,19.77080019,20.39124331,19.32933062,mix,25.0,mix,
2008,446,4099.401855,23.82991475,31.05766194,19.75252241,mix,25.0,mix,
2010,422,5843.362336,23.17988542,25.25679321,23.39547108,mix,25.0,mix,
2011,564,9166.381965,26.79752047,28.69786376,26.09952863,mix,25.0,mix,
2013,383,4629.922173,22.08281562,25.27004889,20.29411661,mix,25.0,mix,
2015,23489,1017608.313,172.93676200000002,370.0528986,86.59274185,Ditylum,,,
2017,12483,148704.1467,126.0708104,819.0411686000001,20.09587002,Rhizosolenia,18.0,Rhizosolenia,149069.0
2019,451,5677.643322999999,23.96311822,28.44074633,21.92173576,mix,25.0,mix,
2020,638,9625.839891,28.50134785,33.05845037,25.81963502,mix,25.0,mix,
2024,260,1963.4954079999998,18.19456737,24.80522569,13.64463139,mix,25.0,mix,
2025,238,1968.2077969999998,17.40778595,21.10362325,15.52804397,mix,25.0,mix,
2027,280,2433.948908,18.88139488,23.45216632,16.82634325,mix,25.0,mix,
2029,8164,240827.9688,101.9545371,228.9446981,47.53859188,Cerataulina,,,
2030,640,10469.35752,28.54598586,30.68483637,26.750833500000002,mix,25.0,mix,
2032,413,2782.199219,22.9313744,52.56935221,10.78385658,mix_elongated,,,
2033,302,3185.574951,19.60913926,22.16734008,17.97609781,mix,25.0,mix,
2036,358,2815.652416,21.34993576,32.39235445,14.58398774,mix,25.0,mix,
2038,722,13189.191359999999,30.31961331,33.16642627,29.88449265,detritus,23.0,detritus,
2041,577,8768.185096,27.10459772,30.76527997,26.52712193,detritus,23.0,detritus,
2042,584,5289.518555,27.2685147,42.94120838,21.37446317,Chaetoceros,3.0,Chaetoceros,148985.0
2045,411,2817.068359,22.87578311,34.28123453,26.22093597,detritus,23.0,detritus,
2046,269,2689.2033109999998,18.50679436,19.97978783,17.35001709,mix,25.0,mix,
2049,321,2638.152431,20.21657473,28.76842117,14.63159576,mix,25.0,mix,
2050,789,8703.614258,31.6952047,46.86890122,24.93784826,detritus,23.0,detritus,
2051,804,16128.15129,31.995071399999997,32.94226688,32.64813151,mix,25.0,mix,
2053,788,9065.041992,31.67511265,46.75808786,23.99001103,detritus,23.0,detritus,
2054,470,6221.92425,24.46267741,27.14681314,22.42803835,mix,25.0,mix,
2055,622,9610.131927,28.14169499,31.08770321,25.96371888,mix,25.0,mix,
2057,385,4863.185428,22.14039803,23.29791859,21.37923272,mix,25.0,mix,
2058,395,4633.849164,22.426092399999998,25.25848932,20.15711986,mix,25.0,mix,
2059,1455,37678.69149,43.04141654,53.01731459,39.53314312,Pyramimonas,37.0,Pyramimonas,134529.0
2061,381,2150.690918,22.02508267,33.65713018,27.962924600000004,detritus,23.0,detritus,
2063,425,5626.592443,23.26213246,24.35539762,22.32556528,mix,25.0,mix,
2067,352,3699.22535,21.17026971,24.67870371,18.4938012,mix,25.0,mix,
2069,373,3837.455426,21.79262146,27.30750905,18.15961204,mix,25.0,mix,
2070,376,4827.0571119999995,21.88008384,22.4849443,21.58000713,mix,25.0,mix,
2072,382,3320.0732420000004,22.05396804,30.64432294,17.81015842,detritus,23.0,detritus,
2076,3328,21003.61328,65.09486312,451.33396110000007,9.770492489,Pseudonitzschia,,,
2077,442,5676.072527,23.72281347,27.08758543,22.72887746,mix,25.0,mix,
2078,325,3432.975372,20.34214473,24.36861885,19.16757439,mix,25.0,mix,
2081,708,9176.592141,30.02421685,42.16973272,22.46049777,mix,25.0,mix,
2082,545,5242.956055,26.34227689,38.94279589,19.60817114,detritus,23.0,detritus,
2083,346,3262.543971,20.98906578,27.67945376,16.46874133,mix,25.0,mix,
2085,842,15440.14249,32.74244488,37.06343452,29.48147067,dino30,,,
2090,722,9519.811139,30.31961331,43.16024832,22.65215552,mix,25.0,mix,
2091,390,4900.88454,22.28370307,25.33876866,20.7347908,mix,25.0,mix,
2093,381,4168.108053,22.02508267,26.76871188,18.95810219,mix,25.0,mix,
2098,452,5958.815866,23.98967016,26.95329838,23.08321339,mix,25.0,mix,
2099,489,5570.043775,24.95223712,33.58992059,20.00777707,mix,25.0,mix,
2101,674,11081.182690000001,29.294427000000002,31.793892,27.21686841,mix,25.0,mix,
2102,495,4084.493164,25.10485162,35.79083970000001,22.97668797,detritus,23.0,detritus,
2103,452,5764.822518999999,23.98967016,27.13326272,22.18543793,mix,25.0,mix,
2105,606,5472.122559,27.77738584,47.01488535,20.42766231,Chaetoceros,3.0,Chaetoceros,148985.0
2106,543,8472.089989,26.29389801,29.79522238,25.17192046,detritus,23.0,detritus,
2107,769,7557.107422,31.29091258,64.58864871,16.00453646,mix_elongated,,,
2108,2518,53138.60156,56.62170232,71.73826668,50.66224545,ciliate_mix,,,
2109,638,4435.862793,28.50134785,76.17148631,11.5941549,mix_elongated,,,
2110,4405,36007.23438,74.89072169,454.908867,12.88402971,Rhizosolenia,18.0,Rhizosolenia,149069.0
2112,388,4197.167785000001,22.22649193,27.34313749,18.76641369,mix,25.0,mix,
2113,324,2802.412598,20.31082501,33.29256591,17.16995815,detritus,23.0,detritus,
2114,298,2606.736504,19.47884453,25.15942363,15.39700471,mix,25.0,mix,
2116,534,8043.262591,26.075082300000002,27.54736033,25.19541296,mix,25.0,mix,
2117,245,2294.148035,17.66192765,19.17979722,16.46824252,mix,25.0,mix,
2118,12939,548630.8125,128.3528203,254.1683734,71.87492989,Ditylum,,,
2121,560,7670.983862,26.70232471,33.05609717,24.28701749,detritus,23.0,detritus,
2122,370,4400.58591,21.70480665,24.4409841,22.06676525,mix,25.0,mix,
2123,568,9281.050097,26.89237924,27.41737998,26.78096265,mix,25.0,mix,
2124,545,7984.357729,26.34227689,28.52364133,24.8492669,mix,25.0,mix,
