pid,Asterionellopsis,Cerataulina,Ceratium,Chaetoceros,Corethron,Coscinodiscus,Cylindrotheca,DactFragCerataul,Dactyliosolen,Dictyocha,Dinobryon,Dinophysis,Ditylum,Ephemera,Eucampia,Euglena,Gonyaulax,Guinardia,Guinardia_flaccida,Guinardia_striata,Gyrodinium,Hemiaulus,Laboea,Lauderia,Leptocylindrus,Licmophora,Myrionecta,Odontella,Paralia,Phaeocystis,Pleurosigma,Prorocentrum,Pseudonitzschia,Pyramimonas,Rhizosolenia,Skeletonema,Stephanopyxis,Thalassionema,Thalassiosira,Thalassiosira_dirty,bad,ciliate_mix,clusterflagellate,detritus,dino30,kiteflagellates,mix,mix_elongated,pennate,tintinnid
D20180213T234223_IFCB010_00002,0.003333,0.0,0.0,0.080000,0.0,0.0,0.003333,0.0,0.006667,0.0,0.016667,0.0,0.0,0.0,0.0,0.010000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013333,0.006667,0.0,0.0,0.0,0.0,0.013333,0.0,0.006667,0.0,0.026667,0.0,0.0,0.003333,0.0,0.003333,0.0,0.003333,0.160000,0.043333,0.016667,0.430000,0.140000,0.013333,0.0
D20180213T234223_IFCB010_00004,0.0,0.003333,0.0,0.130000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.0,0.016667,0.0,0.0,0.276667,0.006667,0.003333,0.483333,0.070000,0.006667,0.0
D20180213T234223_IFCB010_00005,0.0,0.0,0.0,0.050000,0.0,0.0,0.0,0.0,0.006667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003333,0.0,0.006667,0.0,0.0,0.006667,0.0,0.013333,0.0,0.0,0.076667,0.026667,0.0,0.753333,0.053333,0.003333,0.0
D20180213T234223_IFCB010_00006,0.006667,0.0,0.0,0.353333,0.0,0.0,0.0,0.003333,0.033333,0.0,0.006667,0.0,0.0,0.0,0.013333,0.006667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013333,0.0,0.0,0.0,0.020000,0.0,0.063333,0.0,0.006667,0.003333,0.0,0.020000,0.026667,0.003333,0.290000,0.020000,0.040000,0.053333,0.016667,0.0,0.0
D20180213T234223_IFCB010_00007,0.0,0.0,0.0,0.0,0.0,0.203333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.010000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006667,0.0,0.0,0.033333,0.0,0.0,0.0,0.0,0.0,0.0,0.610000,0.006667,0.0,0.0,0.003333,0.0,0.120000,0.0,0.003333,0.0,0.0,0.0
D20180213T234223_IFCB010_00008,0.003333,0.0,0.0,0.063333,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.013333,0.0,0.0,0.003333,0.0,0.020000,0.0,0.0,0.163333,0.023333,0.0,0.666667,0.036667,0.0,0.0
D20180213T234223_IFCB010_00009,0.0,0.0,0.0,0.083333,0.0,0.0,0.0,0.0,0.006667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003333,0.0,0.020000,0.0,0.0,0.110000,0.056667,0.0,0.703333,0.013333,0.003333,0.0
D20180213T234223_IFCB010_00011,0.006667,0.0,0.020000,0.020000,0.050000,0.003333,0.0,0.0,0.006667,0.013333,0.010000,0.046667,0.0,0.006667,0.046667,0.003333,0.073333,0.013333,0.006667,0.006667,0.006667,0.0,0.010000,0.003333,0.0,0.0,0.016667,0.006667,0.113333,0.023333,0.0,0.026667,0.0,0.0,0.0,0.030000,0.0,0.026667,0.106667,0.140000,0.003333,0.030000,0.030000,0.013333,0.006667,0.0,0.0,0.0,0.0,0.073333
D20180213T234223_IFCB010_00013,0.003333,0.0,0.0,0.070000,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006667,0.0,0.0,0.0,0.0,0.0,0.0,0.003333,0.0,0.006667,0.0,0.0,0.010000,0.0,0.0,0.0,0.0,0.153333,0.053333,0.003333,0.633333,0.050000,0.003333,0.0
D20180213T234223_IFCB010_00014,0.0,0.003333,0.0,0.046667,0.0,0.0,0.0,0.0,0.003333,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003333,0.0,0.003333,0.0,0.0,0.0,0.0,0.023333,0.0,0.0,0.150000,0.010000,0.0,0.730000,0.023333,0.0,0.0
D20180213T234223_IFCB010_00015,0.0,0.0,0.0,0.090000,0.0,0.0,0.0,0.0,0.006667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016667,0.0,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.003333,0.0,0.033333,0.0,0.0,0.150000,0.136667,0.0,0.533333,0.026667,0.0,0.0
D20180213T234223_IFCB010_00016,0.0,0.020000,0.0,0.003333,0.0,0.0,0.0,0.060000,0.170000,0.0,0.0,0.0,0.020000,0.006667,0.0,0.0,0.0,0.550000,0.010000,0.0,0.0,0.013333,0.0,0.0,0.053333,0.0,0.0,0.0,0.003333,0.0,0.006667,0.0,0.010000,0.0,0.070000,0.003333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D20180213T234223_IFCB010_00017,0.0,0.0,0.0,0.046667,0.0,0.0,0.0,0.0,0.003333,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003333,0.0,0.003333,0.0,0.0,0.003333,0.0,0.026667,0.0,0.0,0.160000,0.0,0.0,0.716667,0.033333,0.0,0.0
D20180213T234223_IFCB010_00018,0.0,0.0,0.0,0.020000,0.0,0.0,0.023333,0.006667,0.0,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.230000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.030000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016667,0.0,0.0,0.006667,0.406667,0.253333,0.0
D20180213T234223_IFCB010_00019,0.003333,0.0,0.0,0.073333,0.0,0.0,0.0,0.0,0.006667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006667,0.0,0.0,0.0,0.0,0.0,0.010000,0.0,0.0,0.0,0.0,0.020000,0.0,0.0,0.166667,0.086667,0.0,0.610000,0.016667,0.0,0.0
D20180213T234223_IFCB010_00020,0.020000,0.0,0.0,0.026667,0.0,0.0,0.0,0.0,0.013333,0.016667,0.006667,0.0,0.0,0.0,0.043333,0.0,0.0,0.0,0.0,0.0,0.006667,0.0,0.0,0.0,0.0,0.013333,0.100000,0.0,0.003333,0.003333,0.0,0.006667,0.0,0.140000,0.0,0.003333,0.0,0.020000,0.003333,0.0,0.0,0.223333,0.046667,0.253333,0.003333,0.020000,0.013333,0.003333,0.0,0.010000
D20180213T234223_IFCB010_00022,0.0,0.0,0.0,0.110000,0.0,0.0,0.0,0.0,0.006667,0.0,0.010000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003333,0.0,0.006667,0.0,0.006667,0.0,0.006667,0.0,0.0,0.0,0.0,0.036667,0.003333,0.0,0.293333,0.010000,0.0,0.486667,0.020000,0.0,0.0
D20180213T234223_IFCB010_00023,0.003333,0.0,0.0,0.056667,0.0,0.0,0.0,0.0,0.006667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.0,0.016667,0.0,0.0,0.130000,0.023333,0.0,0.733333,0.026667,0.0,0.0
D20180213T234223_IFCB010_00024,0.020000,0.006667,0.0,0.086667,0.0,0.0,0.003333,0.003333,0.006667,0.0,0.030000,0.0,0.0,0.0,0.0,0.036667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010000,0.010000,0.0,0.0,0.0,0.0,0.020000,0.0,0.0,0.0,0.030000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.140000,0.020000,0.026667,0.346667,0.150000,0.053333,0.0
D20180213T234223_IFCB010_00026,0.003333,0.0,0.0,0.043333,0.0,0.0,0.0,0.0,0.016667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020000,0.0,0.0,0.130000,0.010000,0.0,0.730000,0.046667,0.0,0.0
D20180213T234223_IFCB010_00027,0.003333,0.003333,0.0,0.073333,0.0,0.0,0.003333,0.0,0.013333,0.0,0.023333,0.0,0.0,0.0,0.003333,0.006667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006667,0.006667,0.0,0.0,0.003333,0.0,0.020000,0.0,0.010000,0.0,0.016667,0.0,0.003333,0.0,0.0,0.006667,0.0,0.0,0.146667,0.033333,0.026667,0.483333,0.086667,0.020000,0.0
D20180213T234223_IFCB010_00028,0.003333,0.0,0.0,0.066667,0.0,0.0,0.0,0.0,0.003333,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003333,0.0,0.003333,0.0,0.0,0.0,0.0,0.020000,0.0,0.0,0.266667,0.006667,0.0,0.596667,0.026667,0.0,0.0
D20180213T234223_IFCB010_00029,0.0,0.0,0.0,0.033333,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006667,0.0,0.0,0.0,0.0,0.020000,0.0,0.0,0.140000,0.013333,0.0,0.780000,0.003333,0.0,0.0
D20180213T234223_IFCB010_00031,0.003333,0.0,0.0,0.073333,0.0,0.0,0.0,0.0,0.003333,0.0,0.010000,0.0,0.0,0.0,0.0,0.006667,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003333,0.003333,0.0,0.0,0.003333,0.0,0.006667,0.0,0.0,0.0,0.016667,0.0,0.0,0.0,0.0,0.013333,0.0,0.0,0.246667,0.020000,0.010000,0.430000,0.136667,0.010000,0.0
D20180213T234223_IFCB010_00032,0.0,0.003333,0.0,0.023333,0.0,0.0,0.0,0.0,0.010000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.003333,0.0,0.003333,0.0,0.0,0.123333,0.053333,0.0,0.760000,0.016667,0.0,0.0
D20180213T234223_IFCB010_00034,0.003333,0.0,0.0,0.056667,0.0,0.0,0.0,0.0,0.006667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.003333,0.0,0.020000,0.0,0.0,0.236667,0.010000,0.0,0.616667,0.036667,0.003333,0.0
D20180213T234223_IFCB010_00035,0.0,0.003333,0.0,0.033333,0.0,0.0,0.0,0.0,0.006667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006667,0.0,0.0,0.0,0.0,0.016667,0.0,0.0,0.196667,0.003333,0.0,0.703333,0.030000,0.0,0.0
D20180213T234223_IFCB010_00036,0.0,0.0,0.0,0.120000,0.0,0.0,0.0,0.0,0.006667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.0,0.023333,0.0,0.0,0.120000,0.033333,0.0,0.680000,0.013333,0.0,0.0
D20180213T234223_IFCB010_00040,0.0,0.0,0.0,0.210000,0.0,0.0,0.0,0.0,0.010000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.0,0.003333,0.0,0.033333,0.0,0.0,0.250000,0.043333,0.003333,0.426667,0.016667,0.0,0.0
D20180213T234223_IFCB010_00041,0.003333,0.003333,0.0,0.116667,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003333,0.003333,0.0,0.0,0.003333,0.0,0.003333,0.0,0.003333,0.0,0.020000,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.200000,0.016667,0.003333,0.500000,0.100000,0.013333,0.0
D20180213T234223_IFCB010_00042,0.066667,0.0,0.0,0.066667,0.020000,0.0,0.0,0.003333,0.010000,0.010000,0.096667,0.0,0.003333,0.0,0.006667,0.003333,0.0,0.0,0.0,0.006667,0.0,0.006667,0.0,0.0,0.0,0.020000,0.020000,0.0,0.0,0.036667,0.0,0.0,0.0,0.373333,0.0,0.020000,0.0,0.043333,0.0,0.010000,0.006667,0.023333,0.006667,0.036667,0.006667,0.086667,0.006667,0.0,0.0,0.003333
D20180213T234223_IFCB010_00043,0.003333,0.0,0.0,0.063333,0.0,0.0,0.0,0.0,0.010000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006667,0.0,0.0,0.0,0.006667,0.0,0.0,0.0,0.0,0.0,0.0,0.026667,0.003333,0.0,0.226667,0.010000,0.0,0.613333,0.030000,0.0,0.0
D20180213T234223_IFCB010_00047,0.0,0.0,0.0,0.063333,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.0,0.003333,0.0,0.026667,0.0,0.0,0.160000,0.040000,0.0,0.693333,0.006667,0.0,0.0
D20180213T234223_IFCB010_00048,0.0,0.003333,0.0,0.243333,0.0,0.0,0.0,0.003333,0.006667,0.0,0.006667,0.0,0.0,0.0,0.0,0.006667,0.0,0.003333,0.0,0.0,0.006667,0.0,0.0,0.0,0.0,0.013333,0.013333,0.0,0.003333,0.020000,0.0,0.0,0.0,0.060000,0.0,0.026667,0.0,0.0,0.056667,0.003333,0.010000,0.013333,0.006667,0.103333,0.150000,0.076667,0.116667,0.046667,0.0,0.0
D20180213T234223_IFCB010_00049,0.003333,0.003333,0.0,0.050000,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006667,0.0,0.0,0.0,0.0,0.026667,0.0,0.0,0.180000,0.020000,0.0,0.673333,0.030000,0.003333,0.0
D20180213T234223_IFCB010_00050,0.006667,0.0,0.0,0.066667,0.0,0.0,0.0,0.0,0.003333,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.010000,0.0,0.0,0.003333,0.0,0.016667,0.0,0.0,0.140000,0.010000,0.0,0.716667,0.020000,0.0,0.0
D20180213T234223_IFCB010_00051,0.006667,0.0,0.0,0.0,0.0,0.0,0.130000,0.013333,0.006667,0.0,0.003333,0.0,0.0,0.0,0.0,0.010000,0.0,0.0,0.0,0.0,0.0,0.046667,0.0,0.0,0.380000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.093333,0.0,0.003333,0.046667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003333,0.0,0.106667,0.150000,0.0
D20180213T234223_IFCB010_00053,0.0,0.0,0.0,0.026667,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016667,0.0,0.0,0.113333,0.006667,0.0,0.790000,0.043333,0.0,0.0
D20180213T234223_IFCB010_00054,0.0,0.0,0.0,0.093333,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023333,0.0,0.0,0.293333,0.010000,0.0,0.570000,0.003333,0.0,0.0
D20180213T234223_IFCB010_00055,0.033333,0.0,0.010000,0.016667,0.006667,0.0,0.003333,0.0,0.020000,0.0,0.683333,0.0,0.0,0.0,0.0,0.010000,0.0,0.0,0.0,0.003333,0.0,0.016667,0.0,0.0,0.0,0.0,0.0,0.003333,0.0,0.010000,0.0,0.0,0.0,0.036667,0.0,0.020000,0.0,0.070000,0.0,0.0,0.0,0.0,0.0,0.0,0.003333,0.050000,0.0,0.003333,0.0,0.0
D20180213T234223_IFCB010_00056,0.003333,0.0,0.0,0.043333,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.0,0.016667,0.003333,0.0,0.120000,0.013333,0.0,0.786667,0.006667,0.0,0.0
D20180213T234223_IFCB010_00059,0.010000,0.0,0.0,0.060000,0.0,0.0,0.0,0.0,0.003333,0.0,0.013333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.0,0.006667,0.0,0.003333,0.0,0.026667,0.0,0.0,0.0,0.0,0.020000,0.0,0.0,0.303333,0.010000,0.003333,0.363333,0.156667,0.016667,0.0
D20180213T234223_IFCB010_00061,0.010000,0.010000,0.0,0.103333,0.0,0.0,0.010000,0.006667,0.003333,0.0,0.063333,0.0,0.0,0.0,0.0,0.016667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006667,0.003333,0.003333,0.0,0.0,0.0,0.0,0.003333,0.0,0.003333,0.003333,0.030000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066667,0.023333,0.060000,0.146667,0.353333,0.073333,0.0
D20180213T234223_IFCB010_00063,0.0,0.0,0.0,0.050000,0.0,0.0,0.0,0.0,0.010000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.006667,0.0,0.0,0.006667,0.0,0.020000,0.0,0.0,0.050000,0.116667,0.0,0.720000,0.016667,0.0,0.0
D20180213T234223_IFCB010_00064,0.003333,0.0,0.0,0.096667,0.0,0.0,0.006667,0.0,0.0,0.0,0.013333,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.0,0.006667,0.0,0.0,0.0,0.006667,0.0,0.0,0.0,0.0,0.006667,0.0,0.0,0.143333,0.030000,0.003333,0.490000,0.170000,0.016667,0.0
D20180213T234223_IFCB010_00065,0.003333,0.0,0.0,0.006667,0.0,0.0,0.0,0.0,0.003333,0.0,0.016667,0.0,0.0,0.0,0.006667,0.0,0.0,0.0,0.003333,0.013333,0.0,0.0,0.003333,0.0,0.0,0.0,0.003333,0.0,0.0,0.896667,0.0,0.0,0.0,0.003333,0.0,0.006667,0.0,0.010000,0.006667,0.013333,0.003333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D20180213T234223_IFCB010_00066,0.0,0.003333,0.0,0.043333,0.0,0.0,0.0,0.0,0.010000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006667,0.0,0.0,0.003333,0.0,0.020000,0.0,0.0,0.206667,0.026667,0.0,0.626667,0.053333,0.0,0.0
D20180213T234223_IFCB010_00067,0.003333,0.010000,0.0,0.166667,0.0,0.0,0.0,0.003333,0.010000,0.0,0.020000,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003333,0.0,0.050000,0.0,0.0,0.0,0.0,0.036667,0.0,0.0,0.210000,0.0,0.006667,0.270000,0.196667,0.006667,0.0
D20180213T234223_IFCB010_00068,0.0,0.0,0.0,0.103333,0.0,0.0,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020000,0.0,0.0,0.270000,0.013333,0.0,0.566667,0.020000,0.0,0.0
D20180213T234223_IFCB010_00069,0.0,0.0,0.0,0.0,0.0,0.030000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.003333,0.0,0.006667,0.006667,0.0,0.020000,0.0,0.0,0.0,0.0,0.0,0.0,0.360000,0.0,0.0,0.003333,0.006667,0.0,0.556667,0.0,0.003333,0.0,0.0,0.0
D20180213T234223_IFCB010_00070,0.010000,0.0,0.0,0.213333,0.0,0.0,0.0,0.003333,0.006667,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006667,0.0,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.0,0.020000,0.0,0.0,0.383333,0.016667,0.023333,0.230000,0.076667,0.0,0.0
D20180213T234223_IFCB010_00072,0.003333,0.0,0.0,0.116667,0.0,0.0,0.0,0.0,0.010000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.006667,0.0,0.006667,0.0,0.0,0.003333,0.0,0.030000,0.0,0.0,0.140000,0.123333,0.0,0.533333,0.023333,0.0,0.0
D20180213T234223_IFCB010_00073,0.003333,0.003333,0.0,0.150000,0.0,0.0,0.0,0.0,0.003333,0.0,0.013333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003333,0.0,0.003333,0.0,0.033333,0.0,0.0,0.0,0.0,0.016667,0.0,0.0,0.283333,0.003333,0.003333,0.396667,0.083333,0.0,0.0
D20180213T234223_IFCB010_00074,0.003333,0.0,0.0,0.096667,0.0,0.0,0.0,0.0,0.0,0.0,0.006667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.003333,0.0,0.020000,0.0,0.0,0.0,0.0,0.023333,0.0,0.0,0.363333,0.003333,0.006667,0.380000,0.086667,0.003333,0.0
D20180213T234223_IFCB010_00075,0.0,0.006667,0.0,0.113333,0.0,0.0,0.0,0.0,0.0,0.0,0.010000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006667,0.0,0.0,0.0,0.003333,0.0,0.013333,0.0,0.0,0.003333,0.0,0.0,0.0,0.003333,0.196667,0.013333,0.0,0.570000,0.056667,0.003333,0.0
D20180213T234223_IFCB010_00076,0.040000,0.0,0.006667,0.003333,0.076667,0.0,0.0,0.0,0.0,0.100000,0.046667,0.053333,0.003333,0.0,0.280000,0.0,0.006667,0.0,0.010000,0.010000,0.040000,0.0,0.0,0.0,0.0,0.006667,0.020000,0.0,0.006667,0.040000,0.0,0.006667,0.0,0.016667,0.0,0.003333,0.003333,0.026667,0.003333,0.033333,0.0,0.083333,0.003333,0.050000,0.003333,0.003333,0.0,0.0,0.0,0.013333
D20180213T234223_IFCB010_00077,0.016667,0.0,0.0,0.190000,0.0,0.0,0.0,0.0,0.010000,0.0,0.003333,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003333,0.003333,0.0,0.0,0.003333,0.0,0.0,0.0,0.003333,0.0,0.016667,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.413333,0.026667,0.003333,0.273333,0.026667,0.0,0.0
D20180213T234223_IFCB010_00078,0.0,0.0,0.0,0.036667,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006667,0.0,0.0,0.0,0.0,0.020000,0.0,0.0,0.203333,0.003333,0.0,0.720000,0.006667,0.0,0.0
D20180213T234223_IFCB010_00079,0.013333,0.0,0.006667,0.010000,0.013333,0.010000,0.0,0.0,0.0,0.0,0.013333,0.020000,0.006667,0.0,0.033333,0.0,0.013333,0.0,0.033333,0.036667,0.010000,0.003333,0.026667,0.003333,0.0,0.010000,0.003333,0.006667,0.003333,0.063333,0.0,0.0,0.0,0.0,0.0,0.0,0.020000,0.010000,0.006667,0.443333,0.0,0.016667,0.003333,0.100000,0.0,0.0,0.0,0.0,0.0,0.060000
