pid,Asterionellopsis,Cerataulina,Ceratium,Chaetoceros,Corethron,Coscinodiscus,Cylindrotheca,DactFragCerataul,Dactyliosolen,Dictyocha,Dinobryon,Dinophysis,Ditylum,Ephemera,Eucampia,Euglena,Gonyaulax,Guinardia,Guinardia_flaccida,Guinardia_striata,Gyrodinium,Hemiaulus,Laboea,Lauderia,Leptocylindrus,Licmophora,Myrionecta,Odontella,Paralia,Phaeocystis,Pleurosigma,Prorocentrum,Pseudonitzschia,Pyramimonas,Rhizosolenia,Skeletonema,Stephanopyxis,Thalassionema,Thalassiosira,Thalassiosira_dirty,bad,ciliate_mix,clusterflagellate,detritus,dino30,kiteflagellates,mix,mix_elongated,pennate,tintinnid
D20180213T234223_IFCB010_00236,0.006667,0.0,0.0,0.146667,0.0,0.0,0.0,0.0,0.003333,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006667,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.026667,0.0,0.0,0.003333,0.0,0.0,0.0,0.003333,0.196667,0.050000,0.003333,0.483333,0.063333,0.0,0.0
D20180213T234223_IFCB010_00237,0.0,0.0,0.0,0.173333,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.0,0.026667,0.0,0.003333,0.213333,0.033333,0.0,0.513333,0.030000,0.0,0.0
D20180213T234223_IFCB010_00239,0.003333,0.006667,0.0,0.056667,0.0,0.0,0.016667,0.003333,0.006667,0.0,0.053333,0.0,0.0,0.0,0.003333,0.056667,0.0,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.003333,0.023333,0.003333,0.0,0.0,0.006667,0.0,0.053333,0.0,0.010000,0.0,0.013333,0.0,0.003333,0.006667,0.0,0.006667,0.0,0.0,0.093333,0.020000,0.073333,0.170000,0.220000,0.083333,0.0
D20180213T234223_IFCB010_00240,0.0,0.003333,0.0,0.070000,0.0,0.0,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010000,0.0,0.0,0.0,0.0,0.023333,0.0,0.0,0.243333,0.010000,0.0,0.580000,0.056667,0.0,0.0
D20180213T234223_IFCB010_00241,0.0,0.0,0.0,0.096667,0.0,0.0,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013333,0.0,0.0,0.003333,0.0,0.023333,0.0,0.0,0.250000,0.016667,0.006667,0.523333,0.056667,0.003333,0.0
D20180213T234223_IFCB010_00243,0.010000,0.023333,0.0,0.026667,0.0,0.0,0.320000,0.013333,0.103333,0.0,0.010000,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.030000,0.0,0.0,0.156667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023333,0.003333,0.013333,0.063333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006667,0.0,0.006667,0.0,0.123333,0.063333,0.0
D20180213T234223_IFCB010_00244,0.003333,0.023333,0.010000,0.033333,0.003333,0.0,0.006667,0.043333,0.053333,0.0,0.016667,0.0,0.016667,0.003333,0.0,0.010000,0.0,0.030000,0.0,0.0,0.003333,0.223333,0.0,0.0,0.076667,0.0,0.0,0.0,0.0,0.0,0.020000,0.0,0.130000,0.0,0.180000,0.060000,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023333,0.026667,0.0
D20180213T234223_IFCB010_00245,0.003333,0.0,0.0,0.050000,0.0,0.0,0.0,0.0,0.006667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010000,0.0,0.0,0.0,0.0,0.020000,0.0,0.0,0.236667,0.010000,0.003333,0.616667,0.043333,0.0,0.0
D20180213T234223_IFCB010_00247,0.010000,0.0,0.010000,0.0,0.026667,0.003333,0.0,0.0,0.003333,0.073333,0.010000,0.146667,0.0,0.006667,0.056667,0.0,0.033333,0.0,0.006667,0.010000,0.020000,0.0,0.003333,0.0,0.0,0.0,0.033333,0.0,0.040000,0.013333,0.0,0.010000,0.0,0.006667,0.0,0.0,0.0,0.020000,0.023333,0.140000,0.0,0.076667,0.060000,0.050000,0.003333,0.0,0.0,0.0,0.0,0.103333
D20180213T234223_IFCB010_00248,0.003333,0.0,0.0,0.043333,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010000,0.0,0.0,0.0,0.0,0.023333,0.0,0.0,0.226667,0.016667,0.003333,0.640000,0.030000,0.0,0.0
D20180213T234223_IFCB010_00249,0.0,0.0,0.0,0.110000,0.0,0.0,0.0,0.0,0.0,0.0,0.006667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003333,0.0,0.006667,0.0,0.003333,0.0,0.023333,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.213333,0.013333,0.0,0.543333,0.066667,0.006667,0.0
D20180213T234223_IFCB010_00250,0.006667,0.006667,0.0,0.086667,0.0,0.0,0.006667,0.0,0.003333,0.0,0.063333,0.0,0.0,0.0,0.003333,0.026667,0.0,0.003333,0.0,0.0,0.003333,0.0,0.0,0.0,0.006667,0.003333,0.006667,0.0,0.0,0.0,0.0,0.010000,0.0,0.003333,0.0,0.026667,0.0,0.0,0.0,0.0,0.006667,0.0,0.0,0.113333,0.010000,0.036667,0.176667,0.333333,0.056667,0.0
D20180213T234223_IFCB010_00251,0.0,0.0,0.0,0.073333,0.0,0.0,0.0,0.0,0.013333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.003333,0.0,0.003333,0.0,0.0,0.083333,0.040000,0.0,0.730000,0.046667,0.003333,0.0
D20180213T234223_IFCB010_00252,0.003333,0.0,0.0,0.060000,0.0,0.0,0.0,0.0,0.016667,0.0,0.006667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.0,0.003333,0.0,0.020000,0.0,0.0,0.226667,0.013333,0.003333,0.613333,0.026667,0.0,0.0
D20180213T234223_IFCB010_00253,0.0,0.0,0.0,0.256667,0.0,0.0,0.0,0.0,0.013333,0.0,0.013333,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003333,0.003333,0.0,0.0,0.013333,0.0,0.0,0.0,0.006667,0.0,0.023333,0.0,0.006667,0.006667,0.0,0.013333,0.003333,0.0,0.433333,0.023333,0.003333,0.103333,0.066667,0.003333,0.0
D20180213T234223_IFCB010_00254,0.0,0.003333,0.0,0.096667,0.0,0.0,0.0,0.0,0.003333,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.0,0.003333,0.0,0.003333,0.0,0.020000,0.0,0.0,0.003333,0.0,0.0,0.0,0.0,0.163333,0.020000,0.0,0.566667,0.103333,0.006667,0.0
D20180213T234223_IFCB010_00255,0.003333,0.0,0.0,0.280000,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.0,0.016667,0.0,0.006667,0.0,0.0,0.003333,0.0,0.056667,0.003333,0.0,0.310000,0.060000,0.003333,0.216667,0.033333,0.0,0.0
D20180213T234223_IFCB010_00256,0.003333,0.0,0.0,0.206667,0.0,0.0,0.0,0.0,0.013333,0.0,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010000,0.0,0.0,0.0,0.013333,0.0,0.006667,0.0,0.0,0.010000,0.0,0.033333,0.003333,0.003333,0.276667,0.143333,0.003333,0.250000,0.020000,0.0,0.0
D20180213T234223_IFCB010_00257,0.066667,0.0,0.0,0.026667,0.046667,0.0,0.0,0.003333,0.010000,0.030000,0.073333,0.0,0.003333,0.0,0.010000,0.0,0.0,0.0,0.010000,0.013333,0.0,0.010000,0.0,0.0,0.0,0.006667,0.0,0.0,0.006667,0.393333,0.0,0.0,0.0,0.006667,0.0,0.016667,0.0,0.050000,0.013333,0.096667,0.020000,0.010000,0.016667,0.060000,0.0,0.0,0.0,0.0,0.0,0.0
D20180213T234223_IFCB010_00258,0.026667,0.0,0.013333,0.020000,0.100000,0.0,0.0,0.0,0.003333,0.080000,0.053333,0.033333,0.0,0.003333,0.060000,0.0,0.003333,0.0,0.006667,0.020000,0.023333,0.0,0.003333,0.0,0.0,0.006667,0.020000,0.0,0.023333,0.026667,0.0,0.003333,0.0,0.003333,0.0,0.0,0.0,0.013333,0.016667,0.130000,0.0,0.136667,0.023333,0.060000,0.006667,0.0,0.0,0.0,0.0,0.080000
D20180213T234223_IFCB010_00259,0.0,0.046667,0.0,0.036667,0.016667,0.0,0.006667,0.080000,0.0,0.003333,0.0,0.0,0.003333,0.033333,0.006667,0.120000,0.0,0.083333,0.0,0.006667,0.013333,0.006667,0.0,0.0,0.003333,0.063333,0.020000,0.0,0.046667,0.0,0.006667,0.096667,0.0,0.0,0.0,0.010000,0.0,0.0,0.026667,0.0,0.003333,0.0,0.010000,0.013333,0.016667,0.030000,0.003333,0.103333,0.083333,0.0
D20180213T234223_IFCB010_00260,0.016667,0.003333,0.0,0.093333,0.0,0.0,0.0,0.0,0.026667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.003333,0.0,0.010000,0.0,0.0,0.0,0.0,0.006667,0.0,0.0,0.113333,0.040000,0.0,0.673333,0.010000,0.0,0.0
D20180213T234223_IFCB010_00264,0.0,0.003333,0.0,0.106667,0.0,0.0,0.003333,0.0,0.003333,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003333,0.0,0.020000,0.0,0.0,0.003333,0.0,0.010000,0.0,0.0,0.310000,0.006667,0.010000,0.380000,0.123333,0.010000,0.0
D20180213T234223_IFCB010_00266,0.030000,0.006667,0.003333,0.053333,0.103333,0.0,0.0,0.006667,0.010000,0.093333,0.063333,0.013333,0.0,0.003333,0.086667,0.0,0.0,0.0,0.0,0.003333,0.016667,0.003333,0.0,0.0,0.0,0.033333,0.046667,0.0,0.010000,0.016667,0.0,0.003333,0.0,0.033333,0.0,0.023333,0.0,0.016667,0.010000,0.006667,0.0,0.056667,0.006667,0.170000,0.0,0.023333,0.003333,0.0,0.0,0.043333
D20180213T234223_IFCB010_00267,0.0,0.0,0.0,0.103333,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016667,0.0,0.0,0.240000,0.006667,0.0,0.543333,0.080000,0.003333,0.0
D20180213T234223_IFCB010_00268,0.0,0.0,0.0,0.033333,0.0,0.0,0.0,0.003333,0.016667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.006667,0.0,0.023333,0.0,0.0,0.066667,0.060000,0.0,0.763333,0.020000,0.0,0.0
D20180213T234223_IFCB010_00269,0.0,0.0,0.0,0.080000,0.0,0.0,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010000,0.0,0.0,0.0,0.0,0.020000,0.0,0.0,0.310000,0.0,0.0,0.503333,0.073333,0.0,0.0
D20180213T234223_IFCB010_00270,0.003333,0.006667,0.0,0.123333,0.0,0.0,0.0,0.0,0.003333,0.0,0.010000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006667,0.0,0.020000,0.0,0.0,0.0,0.0,0.013333,0.0,0.0,0.210000,0.010000,0.010000,0.380000,0.196667,0.006667,0.0
D20180213T234223_IFCB010_00271,0.0,0.0,0.0,0.073333,0.0,0.0,0.0,0.0,0.006667,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.003333,0.0,0.026667,0.0,0.0,0.216667,0.023333,0.0,0.623333,0.020000,0.0,0.0
D20180213T234223_IFCB010_00272,0.016667,0.013333,0.0,0.120000,0.0,0.0,0.0,0.003333,0.016667,0.0,0.003333,0.0,0.0,0.0,0.003333,0.010000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003333,0.010000,0.0,0.0,0.006667,0.0,0.003333,0.0,0.016667,0.0,0.020000,0.0,0.013333,0.010000,0.0,0.0,0.003333,0.003333,0.230000,0.080000,0.043333,0.216667,0.130000,0.023333,0.0
D20180213T234223_IFCB010_00273,0.0,0.0,0.0,0.066667,0.0,0.0,0.0,0.0,0.003333,0.0,0.006667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023333,0.0,0.0,0.196667,0.003333,0.0,0.666667,0.033333,0.0,0.0
D20180213T234223_IFCB010_00274,0.003333,0.0,0.0,0.060000,0.0,0.0,0.0,0.0,0.016667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.013333,0.0,0.0,0.0,0.0,0.003333,0.003333,0.0,0.060000,0.060000,0.0,0.770000,0.003333,0.0,0.0
D20180213T234223_IFCB010_00275,0.010000,0.006667,0.016667,0.003333,0.080000,0.0,0.0,0.0,0.0,0.0,0.010000,0.033333,0.013333,0.003333,0.133333,0.0,0.0,0.0,0.070000,0.050000,0.036667,0.003333,0.030000,0.003333,0.0,0.013333,0.0,0.020000,0.040000,0.026667,0.0,0.0,0.0,0.0,0.0,0.003333,0.056667,0.010000,0.010000,0.180000,0.0,0.006667,0.0,0.076667,0.0,0.0,0.0,0.0,0.0,0.053333
D20180213T234223_IFCB010_00276,0.003333,0.0,0.0,0.050000,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.0,0.023333,0.0,0.0,0.163333,0.016667,0.0,0.723333,0.013333,0.0,0.0
D20180213T234223_IFCB010_00277,0.006667,0.0,0.0,0.073333,0.0,0.0,0.0,0.003333,0.010000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010000,0.0,0.0,0.0,0.0,0.016667,0.0,0.0,0.153333,0.016667,0.0,0.650000,0.060000,0.0,0.0
D20180213T234223_IFCB010_00278,0.0,0.0,0.0,0.083333,0.0,0.0,0.0,0.0,0.0,0.0,0.006667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.0,0.033333,0.0,0.0,0.380000,0.020000,0.0,0.443333,0.030000,0.0,0.0
D20180213T234223_IFCB010_00279,0.050000,0.0,0.0,0.060000,0.013333,0.0,0.0,0.020000,0.006667,0.003333,0.053333,0.003333,0.0,0.0,0.013333,0.010000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036667,0.036667,0.0,0.003333,0.023333,0.0,0.003333,0.0,0.303333,0.0,0.023333,0.0,0.026667,0.010000,0.013333,0.003333,0.030000,0.010000,0.160000,0.006667,0.066667,0.0,0.006667,0.0,0.003333
D20180213T234223_IFCB010_00280,0.003333,0.003333,0.0,0.043333,0.0,0.0,0.0,0.0,0.010000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.0,0.003333,0.0,0.023333,0.0,0.0,0.180000,0.010000,0.0,0.680000,0.040000,0.0,0.0
D20180213T234223_IFCB010_00281,0.0,0.003333,0.0,0.073333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.0,0.020000,0.0,0.0,0.190000,0.0,0.003333,0.666667,0.040000,0.0,0.0
D20180213T234223_IFCB010_00283,0.0,0.003333,0.0,0.103333,0.0,0.0,0.0,0.0,0.0,0.0,0.006667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.0,0.006667,0.0,0.006667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.160000,0.010000,0.003333,0.536667,0.140000,0.020000,0.0
D20180213T234223_IFCB010_00284,0.006667,0.013333,0.0,0.003333,0.0,0.0,0.126667,0.023333,0.0,0.0,0.010000,0.0,0.0,0.0,0.0,0.006667,0.0,0.003333,0.0,0.0,0.0,0.020000,0.0,0.0,0.410000,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.053333,0.0,0.010000,0.023333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013333,0.0,0.166667,0.106667,0.0
D20180213T234223_IFCB010_00285,0.016667,0.023333,0.020000,0.036667,0.140000,0.0,0.0,0.010000,0.016667,0.043333,0.110000,0.030000,0.003333,0.003333,0.040000,0.016667,0.0,0.003333,0.003333,0.050000,0.026667,0.013333,0.006667,0.0,0.0,0.020000,0.023333,0.003333,0.053333,0.006667,0.0,0.013333,0.0,0.023333,0.0,0.010000,0.0,0.040000,0.026667,0.056667,0.0,0.013333,0.010000,0.046667,0.003333,0.0,0.0,0.0,0.0,0.036667
D20180213T234223_IFCB010_00286,0.0,0.003333,0.0,0.036667,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006667,0.0,0.0,0.0,0.0,0.023333,0.0,0.0,0.183333,0.026667,0.0,0.710000,0.006667,0.0,0.0
D20180213T234223_IFCB010_00287,0.003333,0.0,0.0,0.046667,0.0,0.0,0.0,0.0,0.006667,0.0,0.010000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003333,0.0,0.010000,0.0,0.0,0.0,0.0,0.013333,0.0,0.0,0.200000,0.013333,0.0,0.640000,0.053333,0.0,0.0
D20180213T234223_IFCB010_00289,0.006667,0.0,0.0,0.123333,0.0,0.0,0.0,0.0,0.006667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.006667,0.0,0.0,0.0,0.0,0.026667,0.0,0.006667,0.203333,0.043333,0.0,0.540000,0.030000,0.0,0.0
D20180213T234223_IFCB010_00290,0.0,0.006667,0.0,0.126667,0.003333,0.0,0.003333,0.003333,0.0,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.0,0.006667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003333,0.003333,0.0,0.0,0.0,0.0,0.0,0.0,0.003333,0.0,0.040000,0.0,0.0,0.0,0.0,0.013333,0.0,0.0,0.246667,0.023333,0.003333,0.323333,0.173333,0.013333,0.0
D20180213T234223_IFCB010_00292,0.0,0.0,0.0,0.036667,0.0,0.0,0.0,0.0,0.003333,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.0,0.023333,0.0,0.0,0.210000,0.006667,0.0,0.703333,0.010000,0.0,0.0
D20180213T234223_IFCB010_00293,0.0,0.003333,0.0,0.063333,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.0,0.003333,0.0,0.020000,0.0,0.0,0.230000,0.016667,0.0,0.610000,0.043333,0.0,0.0
D20180213T234223_IFCB010_00294,0.0,0.0,0.0,0.040000,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020000,0.0,0.0,0.123333,0.013333,0.0,0.760000,0.040000,0.0,0.0
D20180213T234223_IFCB010_00295,0.0,0.006667,0.0,0.086667,0.0,0.0,0.0,0.0,0.003333,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.0,0.020000,0.0,0.0,0.133333,0.016667,0.0,0.646667,0.080000,0.0,0.0
D20180213T234223_IFCB010_00296,0.0,0.0,0.0,0.036667,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010000,0.0,0.0,0.0,0.0,0.023333,0.0,0.0,0.213333,0.013333,0.0,0.690000,0.010000,0.0,0.0
D20180213T234223_IFCB010_00297,0.006667,0.0,0.0,0.080000,0.0,0.0,0.0,0.0,0.006667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006667,0.0,0.0,0.0,0.0,0.0,0.010000,0.0,0.0,0.006667,0.0,0.016667,0.0,0.0,0.083333,0.030000,0.0,0.720000,0.033333,0.0,0.0
D20180213T234223_IFCB010_00298,0.0,0.0,0.0,0.056667,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.0,0.026667,0.0,0.0,0.100000,0.060000,0.0,0.710000,0.040000,0.0,0.0
D20180213T234223_IFCB010_00299,0.003333,0.0,0.0,0.100000,0.0,0.0,0.0,0.0,0.0,0.0,0.010000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.003333,0.0,0.026667,0.0,0.0,0.0,0.0,0.023333,0.0,0.0,0.346667,0.0,0.003333,0.403333,0.076667,0.0,0.0
D20180213T234223_IFCB010_00301,0.003333,0.010000,0.0,0.143333,0.0,0.0,0.0,0.0,0.006667,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006667,0.0,0.0,0.006667,0.0,0.006667,0.0,0.003333,0.0,0.023333,0.0,0.003333,0.0,0.0,0.003333,0.0,0.003333,0.166667,0.050000,0.020000,0.386667,0.130000,0.020000,0.0
D20180213T234223_IFCB010_00302,0.023333,0.0,0.0,0.136667,0.0,0.0,0.0,0.0,0.030000,0.0,0.046667,0.0,0.0,0.0,0.030000,0.0,0.0,0.0,0.0,0.006667,0.0,0.0,0.0,0.0,0.0,0.003333,0.023333,0.0,0.0,0.023333,0.0,0.0,0.0,0.040000,0.0,0.120000,0.0,0.026667,0.010000,0.003333,0.006667,0.010000,0.003333,0.320000,0.010000,0.070000,0.046667,0.010000,0.0,0.0
D20180213T234223_IFCB010_00303,0.010000,0.0,0.0,0.130000,0.0,0.0,0.0,0.0,0.016667,0.0,0.0,0.0,0.0,0.0,0.010000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023333,0.0,0.0,0.010000,0.0,0.003333,0.0,0.043333,0.0,0.016667,0.0,0.006667,0.013333,0.0,0.026667,0.026667,0.0,0.486667,0.040000,0.016667,0.106667,0.013333,0.0,0.0
D20180213T234223_IFCB010_00306,0.0,0.003333,0.0,0.050000,0.0,0.0,0.0,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006667,0.0,0.0,0.0,0.0,0.020000,0.0,0.0,0.153333,0.036667,0.0,0.713333,0.013333,0.0,0.0
