permalink,volume_imaged
http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T160135_IFCB102,4.301819858333333
http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T162356_IFCB102,4.3277898875
http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T164617_IFCB102,4.283528200000001
http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T170839_IFCB102,0.868225125
http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T173600_IFCB102,4.243240620833334
http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T175821_IFCB102,4.218608833333333
http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T182042_IFCB102,4.0457675625
http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T184304_IFCB102,4.112466633333333
http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T190525_IFCB102,4.121691125
http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T192746_IFCB102,4.1373472125
http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T195008_IFCB102,4.103848516666667
http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T201229_IFCB102,4.046704841666666
http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T203450_IFCB102,4.120561208333333
http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T205712_IFCB102,4.0233097
http://ifcb-data.whoi.edu/NESLTER_transect/D20180204T211933_IFCB102,4.077338025
http://ifcb-data.whoi.edu/NESLTER_transect/D20180205T042420_IFCB102,4.056935112500001
